"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40061",11,9,12,8,10,32,10,28,36,31,85,34,-1.03976706032467,1.35200114385551,-3.03306846093067,0.00904984618086059,0.86741622060019,-4.38683222778491
"2","GB40472",0,2,6,5,1,10,7,13,15,13,12,13,-1.68827372637348,-0.365290328635668,-3.01933091311163,0.00929856070658764,0.86741622060019,-4.46653697543479
"3","GB41070",14,13,27,6,17,22,25,24,67,31,44,25,-0.74995100174871,1.54941871839605,-2.99183682289193,0.00981680660252049,0.86741622060019,-4.37459904629671
"4","GB41275",48,58,87,27,41,42,24,36,46,34,51,45,0.649609527567479,2.46013522431844,3.16844280084448,0.00692567858104908,0.86741622060019,-4.26024032851952
"5","GB41296",86,100,59,33,16,111,29,29,26,14,74,9,1.54478081567865,2.25816629776051,2.96908436389055,0.0102671676903807,0.86741622060019,-4.31688999100565
"6","GB41641",19,21,28,26,17,29,8,16,15,11,21,20,0.945387259805186,1.25547221615981,3.64133947621808,0.00271952391325382,0.86741622060019,-4.33224480287085
"7","GB42324",247,338,226,98,235,212,221,115,70,89,129,171,1.22080671610875,4.37530010759348,3.49277761317618,0.00364606620972031,0.86741622060019,-3.92002288093278
"8","GB42618",2,0,10,2,2,5,6,10,7,10,16,14,-1.55404161566155,-0.541691275098575,-3.13769095923717,0.00735991473039711,0.86741622060019,-4.46376991019567
"9","GB42739",705,478,1055,364,813,1155,910,1120,1609,1251,1666,1010,-0.471342370673342,6.89451960166555,-3.0261558040774,0.00917416416221738,0.86741622060019,-4.08498859321022
"10","GB43119",357,153,536,203,468,1045,653,634,1035,869,965,1108,-0.852246584613782,6.18676055368624,-2.97255342425065,0.0101972065694167,0.86741622060019,-4.05387619259247
"11","GB43359",4,3,5,1,1,19,6,11,11,21,16,13,-1.31583569557507,-0.145585011011108,-3.0081388389951,0.00950617736258125,0.86741622060019,-4.46544432645053
"12","GB43504",98,95,80,84,78,107,22,73,117,42,82,53,0.904232828780236,3.20392868198596,3.37951842212043,0.00456125438834411,0.86741622060019,-4.1280608043564
"13","GB43508",853,1642,2218,1130,1120,1400,576,347,1531,1116,929,1219,1.01230567735042,7.08970430531163,3.38627406301847,0.00450070089846966,0.86741622060019,-4.01076344611494
"14","GB43571",1451,3783,1483,1231,2672,4567,125,1009,379,771,1303,2082,2.097943481141,7.30012848954363,3.86312076024584,0.00175893665722551,0.86741622060019,-3.92315600696863
