"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40165",15,15,9,6,32,15,1,0,13,4,6,7,2.20798468516473,-0.138478300600325,3.83555263861317,0.00185880935558037,0.999388514279737,-4.41583235490025
"2","GB40300",10,14,12,14,29,48,34,29,36,61,38,44,-0.836173102497571,1.79071242794366,-3.03325494874188,0.00905274395736364,0.999388514279737,-4.3515576858649
"3","GB40407",34,24,13,14,26,15,27,9,6,6,13,2,1.55981231089358,0.742752743531796,2.94502130176629,0.0107725242868937,0.999388514279737,-4.43457206404883
"4","GB40967",4662,787,1610,1823,6447,703,593,643,911,809,1153,1425,1.36990139699779,7.37329289205897,3.11359193799229,0.00772471596310677,0.999388514279737,-4.10555632985701
"5","GB41071",38,25,16,55,69,35,70,58,95,71,87,91,-0.828301847676618,2.7623890288718,-3.63682477496257,0.00274678585904252,0.999388514279737,-4.16215653525039
"6","GB41296",86,100,33,16,74,111,29,29,59,26,14,9,1.56632756566638,2.25816629776051,3.02614038021038,0.00918072207215829,0.999388514279737,-4.31272915421506
"7","GB41702",46,33,24,42,99,62,28,42,32,40,37,45,0.607783493161921,2.41339174024003,3.26557434788464,0.00571956941394974,0.999388514279737,-4.25467674382372
"8","GB42310",892,254,19,145,546,757,797,1291,1314,4074,738,3778,-2.30406545943657,6.33745408555814,-3.40655194130587,0.00432772509859164,0.999388514279737,-3.9890820224861
"9","GB42418",127,94,64,98,199,140,126,158,207,255,162,196,-0.414485063301738,4.19171152612739,-3.57892245102756,0.00307891315535955,0.999388514279737,-3.93349244158954
"10","GB42516",174,261,126,167,440,357,92,184,264,266,213,152,0.561924217408364,4.72134347962905,2.96297996708399,0.0103981641642035,0.999388514279737,-4.03797151478731
"11","GB42908",40,7,17,31,30,9,9,2,6,7,17,4,1.7212017418862,0.533016119113177,3.0492762795416,0.00877097845496138,0.999388514279737,-4.43867196418263
"12","GB43362",124,110,28,290,164,201,153,211,365,443,290,341,-0.894802994047704,4.588238539223,-3.05600205602917,0.00865529705238792,0.999388514279737,-4.04043475257414
"13","GB43571",1451,3783,1231,2672,1303,4567,125,1009,1483,379,771,2082,1.94775618948208,7.30012848954363,3.36238812336735,0.00472269643076192,0.999388514279737,-4.04278770551103
"14","GB43788",72,29,62,41,118,63,12,32,42,32,40,51,1.06190402439973,2.48274734766993,3.58984879447022,0.00301327240489225,0.999388514279737,-4.20433685798492
"15","GB43847",12,10,18,39,21,32,22,71,40,62,65,41,-1.03839631347053,1.97930771221459,-2.99587891553805,0.00974535890240737,0.999388514279737,-4.34125548907033
"16","GB43991",68,53,29,43,92,70,42,29,60,67,23,30,0.771237248534443,2.58307404462489,3.10110077403867,0.00791773505447164,0.999388514279737,-4.26131852453869
"17","GB45382",15,14,12,16,36,48,39,32,44,49,50,41,-0.734832064940093,1.92854047008424,-3.05250400773007,0.00871527260678394,0.999388514279737,-4.33664145025168
"18","GB45690",240,148,111,332,378,335,373,451,389,534,441,360,-0.593792065302884,5.32963912691274,-3.13395121788413,0.00742008245088331,0.999388514279737,-3.97958626920745
"19","GB45987",26,25,11,24,44,31,43,98,48,52,47,58,-0.845496340669315,2.26656967109931,-3.27831510317604,0.00557721235047567,0.999388514279737,-4.27533227099631
"20","GB46786",137,146,87,125,246,208,67,151,145,191,131,147,0.40479900842568,4.17396112302369,2.95812056880313,0.0104981765751874,0.999388514279737,-4.08849431235174
"21","GB47358",10,4,6,11,22,35,25,24,31,57,25,25,-1.03224135023779,1.27253593813944,-3.08994081466545,0.00809422865512973,0.999388514279737,-4.3879218373127
"22","GB47359",8,6,3,16,12,22,18,22,18,32,23,20,-0.887624779737212,0.917371706897453,-2.95009068799001,0.0106655240537109,0.999388514279737,-4.42319377617832
"23","GB47394",119,90,93,112,195,142,62,99,137,131,104,120,0.41088131496106,3.8566605435579,2.99827989432446,0.00969933352794391,0.999388514279737,-4.1185936914685
"24","GB47779",65,106,66,88,239,219,43,72,40,61,162,42,1.18502025269325,3.41830955164215,3.44329651214177,0.0040244995152965,0.999388514279737,-4.09469541236917
"25","GB47901",175,165,103,122,223,281,213,232,341,356,258,318,-0.496086003814617,4.80057849906201,-3.35078315929692,0.00483235385982562,0.999388514279737,-3.92858495135785
"26","GB48038",125,136,33,86,268,107,224,152,350,237,344,257,-0.944115663776578,4.38457504489008,-3.5596617311723,0.00319815955981133,0.999388514279737,-3.93251459254484
"27","GB48121",8,21,9,12,33,17,4,7,1,10,16,6,1.56786168425101,0.315636996964131,3.2274463060138,0.00616763939011606,0.999388514279737,-4.43603150285085
"28","GB48580",59,45,32,35,80,99,90,69,96,127,116,102,-0.602695391090173,3.2232803009781,-3.07672672243939,0.00830826066092177,0.999388514279737,-4.19089333448297
"29","GB48796",25,38,12,24,44,32,16,17,24,27,17,10,0.863162747682631,1.514588116097,3.26100971495737,0.00577145040848806,0.999388514279737,-4.34672243401013
"30","GB49475",26,33,13,18,85,49,18,14,21,23,35,18,0.892598917578588,1.71673993324955,3.05165238730591,0.00872993620418311,0.999388514279737,-4.35220002531873
"31","GB49878",1492,3518,676,2217,1660,5418,363,1083,1864,177,378,1639,1.86037223556634,7.20804736742812,3.13260586552892,0.00743983915372711,0.999388514279737,-4.08927326240572
"32","GB49981",23,16,7,7,33,27,47,25,44,37,58,36,-0.966572985174878,1.72125554295079,-3.01705490136802,0.00934675829712619,0.999388514279737,-4.36096590378765
"33","GB50006",9,6,5,12,54,34,20,44,26,71,60,64,-1.26837249215644,1.66394688667679,-3.20550457412612,0.00644119881346635,0.999388514279737,-4.34849599555675
"34","GB50111",84,68,49,48,74,102,41,31,61,54,43,64,0.729542271426006,2.87765413638815,3.19498592405277,0.00657659736384617,0.999388514279737,-4.21136103428623
"35","GB50530",18,19,22,20,39,21,12,5,24,11,20,10,1.06399880106268,1.12113052693709,3.12845156203489,0.00750117629927256,0.999388514279737,-4.39238395981001
"36","GB50534",20,14,13,21,39,22,12,13,17,23,14,13,0.666532593490197,1.18963618815964,3.15807321381203,0.00707457009685114,0.999388514279737,-4.38269219252318
"37","GB50733",83,98,47,53,148,118,42,42,47,50,92,31,1.08990598241103,3.03029021022348,4.22963954609009,0.000863950730712743,0.999388514279737,-4.02958221091473
"38","GB51260",8,12,4,8,18,16,17,12,23,31,20,23,-0.726298704000018,0.903961191320323,-2.95146414468811,0.0106367151180289,0.999388514279737,-4.42294657660057
"39","GB52173",28,36,18,35,56,45,42,42,65,106,70,55,-0.566216630667852,2.55155012271047,-2.983246193957,0.00999109746717695,0.999388514279737,-4.28507819702305
"40","GB52642",1274,1341,731,1994,1809,2080,2512,2100,3154,3603,2818,2083,-0.629757709216524,7.97242520646803,-3.12365242739833,0.00757265999302178,0.999388514279737,-4.13873705311557
"41","GB52928",5,11,9,9,17,14,1,5,4,11,7,7,1.17839553761116,-0.0495328349437808,3.13928676222828,0.00734224138440644,0.999388514279737,-4.45787033638979
"42","GB53431",158,83,76,84,292,140,57,80,111,165,99,71,0.671944170663326,3.76744591902786,3.13654686946789,0.00738211216093403,0.999388514279737,-4.10042957031627
"43","GB53665",39,38,21,37,68,49,28,15,43,41,37,16,0.772653735760672,2.10159604980479,2.94819530174425,0.0107054070632166,0.999388514279737,-4.3315197717314
"44","GB54005",9,20,6,10,23,24,6,1,14,8,7,3,1.56457215956329,0.18337150221887,3.51596598729083,0.00348625942777701,0.999388514279737,-4.42441336698244
"45","GB54602",241,218,130,175,384,386,380,272,448,484,384,464,-0.501186273003637,5.29809618532416,-3.08539250648027,0.00816727429403173,0.999388514279737,-3.99148885177752
"46","GB55029",11323,443,1511,1629,6700,828,487,865,688,708,965,743,1.70945274106708,7.27666251988733,2.98774335467586,0.00990292268182291,0.999388514279737,-4.1286581659861
"47","GB55394",23,44,18,27,61,40,8,15,12,30,45,26,0.962550900931247,1.711941561892,3.03017396072261,0.00910794717022272,0.999388514279737,-4.35621777390945
"48","GB55449",134,170,52,76,118,460,51,49,83,39,58,135,1.32766786113173,3.54468427456052,3.07137750931402,0.00839649049737825,0.999388514279737,-4.15559611818888
"49","GB55846",51,81,25,62,86,214,21,20,47,27,34,72,1.34525078034223,2.6386830916749,3.66233632899529,0.00261218151587592,0.999388514279737,-4.17583182218662
"50","GB55973",407,292,241,437,860,607,403,648,903,1077,769,1253,-0.619832264638775,6.22544459151304,-3.87965548063111,0.00170505197511811,0.999388514279737,-3.83170624199557
