"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40534",182,91,155,149,296,145,71,74,96,135,167,145,0.60578106678838,4.07861318640801,3.82068735298793,0.00190778814371494,0.374034807536465,-1.2678798436228
"2","GB40625",58,67,79,137,213,165,41,41,64,63,92,70,0.935396952599041,3.35674045529237,4.43972693349972,0.000575062200296438,0.374034807536465,-0.572106470314397
"3","GB40694",72,80,110,202,218,196,33,45,122,59,66,121,1.08367691034191,3.59363726400599,3.80201812682185,0.00197898645587533,0.374034807536465,-1.38031184472659
"4","GB41856",9,10,10,30,23,18,4,12,2,4,6,8,1.54508610057628,0.267392488312876,3.80664259590812,0.00196110248653038,0.374034807536465,-2.40663118747336
"5","GB42054",1457,1827,1732,3282,6337,3862,904,787,1684,1098,1424,2052,1.17195481664976,7.87149552679711,4.68534658585483,0.000361123389710867,0.374034807536465,-0.157177485571202
"6","GB42224",135,86,152,168,330,200,84,66,111,127,173,181,0.567584132320504,4.14698968905564,3.83257538844269,0.00186381310485722,0.374034807536465,-1.24091766847235
"7","GB42424",328,177,431,527,872,463,203,256,293,331,378,290,0.620873215579896,5.46910519605354,4.06879908569314,0.00117505332420233,0.374034807536465,-0.816013609170277
"8","GB42896",15,12,23,27,22,32,6,12,10,4,9,9,1.45588334878515,0.769870536057657,4.32755037842849,0.000712771921023126,0.374034807536465,-1.78319111794537
"9","GB42908",40,17,31,17,30,9,7,9,2,6,7,4,1.94325548618518,0.533016119113177,3.78995748041341,0.00202641148591308,0.374034807536465,-2.34562940166009
"10","GB43446",371,215,440,615,835,534,177,276,226,327,412,453,0.716288120278889,5.56404060337663,4.36835299281108,0.000659130770483939,0.374034807536465,-0.368654991712572
"11","GB44090",72,74,64,191,424,258,15,55,49,47,81,107,1.55790046599566,3.43064359746726,3.79911720574631,0.00199028951735577,0.374034807536465,-1.42901671406979
"12","GB44102",143,42,78,142,137,136,168,154,144,206,242,166,-0.658786577466168,4.12015196134891,-3.68725310949992,0.00248002369500806,0.374034807536465,-1.46389957699747
"13","GB44174",219,191,320,512,488,492,101,231,273,171,260,248,0.847155096130354,5.08073332591511,3.65627561183801,0.00263610763536582,0.374034807536465,-1.45844265238215
"14","GB44276",102,96,142,278,258,268,28,113,136,54,78,135,1.24086824350913,3.90967236398414,3.6586464407759,0.00262381814405893,0.374034807536465,-1.54218930290636
"15","GB44315",34,35,41,52,144,106,23,22,51,28,30,28,1.13577824665775,2.41454023067093,3.81204740180246,0.00194040872874267,0.374034807536465,-1.64790990065077
"16","GB44567",57,58,72,103,134,99,45,39,76,43,67,51,0.762840546472616,3.08003264593661,3.78842928725506,0.00203250250950346,0.374034807536465,-1.49827681451942
"17","GB44974",19,17,13,43,55,72,3,7,16,6,12,16,1.8540657206345,1.09350016278576,4.51990867367867,0.000493661376547401,0.374034807536465,-1.49437397696454
"18","GB45030",13,22,20,31,32,28,6,5,20,10,7,12,1.3836340070958,0.940429083525718,4.13843122567117,0.00102652563259092,0.374034807536465,-1.86611183610089
"19","GB45055",179,175,177,262,357,260,56,170,128,102,105,129,1.15742040244446,4.3335504325413,4.74263093285828,0.000324314622087704,0.374034807536465,0.0717121460118939
"20","GB47779",65,66,88,162,239,219,106,43,72,40,61,42,1.26780978940377,3.41830955164215,3.88736383219865,0.00167408830236282,0.374034807536465,-1.29826458350152
"21","GB48060",56,67,92,202,140,116,11,44,38,48,49,105,1.35644892820344,3.05775402168896,3.79419302556226,0.00200962629942272,0.374034807536465,-1.51000049199527
"22","GB48161",345,254,549,710,1370,621,191,247,284,415,332,533,0.876494411921814,5.74222402888849,4.20952726016127,0.000894626789097966,0.374034807536465,-0.614050763538548
"23","GB49541",292,172,284,356,646,448,139,179,176,262,327,422,0.60876405328411,5.16465902230278,3.67723525503697,0.00252944864355637,0.374034807536465,-1.4220464293777
"24","GB49609",818,347,584,810,845,928,1129,940,908,1554,1582,1082,-0.689159625553216,6.84151307465389,-4.34972025352206,0.000683091835644368,0.374034807536465,-0.495376635349912
"25","GB49755",1060,967,1209,1724,2959,1780,322,658,1049,919,952,1599,0.95560495851839,7.14943396171036,3.73134238399366,0.00227386594152601,0.374034807536465,-1.41518254738362
"26","GB50253",472,227,318,448,518,463,551,389,457,858,781,846,-0.565047820730353,5.97766091412304,-3.85409202802341,0.00178682383245529,0.374034807536465,-1.16280766483333
"27","GB50301",69,71,87,148,162,143,37,51,78,67,72,101,0.797562867076508,3.41444809554116,4.02685367222541,0.00127495951149634,0.374034807536465,-1.09912801945487
"28","GB50415",190,206,211,584,653,714,108,135,241,147,168,185,1.27316277859398,4.94132615892395,4.62922083036047,0.000401387588751317,0.374034807536465,-0.0165420112653258
"29","GB50416",28,30,36,68,49,71,10,26,22,21,26,33,1.07265820986563,2.00507570189722,3.82785142928944,0.001881162790437,0.374034807536465,-1.75592310449817
"30","GB50610",5329,4178,7502,8644,12051,7763,3417,2864,4643,6194,5310,7919,0.674428584462648,9.54607599972487,3.84004485895553,0.00183671130673604,0.374034807536465,-1.44712771450132
"31","GB50981",176,69,102,147,149,134,236,155,191,242,237,217,-0.689094534296671,4.37299798182281,-3.79506243557507,0.0020061983902713,0.374034807536465,-1.27662555570002
"32","GB51202",6,4,4,4,7,5,9,7,10,12,18,12,-1.02346078645484,0.000722442722408586,-3.94656208920017,0.00149108787892715,0.374034807536465,-2.37766042697308
"33","GB51622",76,59,85,127,250,132,16,45,55,69,63,108,1.13883678170439,3.26554496809869,4.09625497605954,0.00111402591677513,0.374034807536465,-1.05198331136162
"34","GB51630",12,12,12,25,35,44,7,6,11,12,15,9,1.143747767172,0.882848153677029,3.98291279693783,0.0013889523604953,0.374034807536465,-2.01587931586328
