"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB45748",11,14,5,17,17,18,47,143,61,98,36,119,-2.52799953379684,2.00723710791246,-6.80586205060064,8.97662057262346e-06,0.0893532811798939,-3.82904891346943
"2","GB40263",175,466,195,452,335,486,83,83,165,237,117,556,0.910214379976072,4.87373248660349,3.15266586557467,0.00712917388567747,0.999862859322248,-3.76292460905591
"3","GB40304",347,512,350,474,580,497,288,195,230,490,219,519,0.558712028822764,5.55688249877656,3.01862425895278,0.00929285873327038,0.999862859322248,-3.79569132716361
"4","GB40390",37,48,19,34,48,40,21,18,27,23,15,41,0.59345912820616,1.90426288163401,3.07996563328228,0.00823196267059423,0.999862859322248,-4.21798158682887
"5","GB40433",9,16,12,14,12,23,5,3,10,5,6,16,0.910630524482499,0.353650364809416,2.73649182091099,0.0161836019780294,0.999862859322248,-4.41043095078664
"6","GB40606",9,9,2,14,9,9,19,10,14,15,15,17,-0.883352350865251,0.511068876435197,-2.9892090292471,0.00984850593403282,0.999862859322248,-4.36940767612677
"7","GB41202",67,106,38,55,90,79,73,106,104,119,98,113,-0.563758300130356,3.42204131479218,-3.01963159689086,0.00927438938444297,0.999862859322248,-4.00457972903297
"8","GB42275",14,30,8,48,37,48,8,15,15,20,10,22,0.853113445806855,1.32751955279228,2.72410263529439,0.0165802569918104,0.999862859322248,-4.33966661385229
"9","GB42596",171,251,294,110,235,303,431,423,330,410,266,425,-0.915786175541696,5.18497163502136,-2.81088350586759,0.0139893933742075,0.999862859322248,-3.88424741555184
"10","GB42675",63,133,61,178,158,182,54,46,59,75,64,161,0.691162795469639,3.53889845160965,2.96155314390957,0.0104007827548495,0.999862859322248,-4.00442986076439
"11","GB42792",6190,5423,3153,5484,10236,6042,3726,2453,3534,5621,2890,7069,0.517512892774386,9.24730699352183,2.57842126502373,0.0220137831059045,0.999862859322248,-4.1820607387696
"12","GB42799",13,3,2,5,6,7,7,9,8,20,6,17,-1.01613345099068,-0.0193067299626898,-2.65507831654823,0.0189693192918448,0.999862859322248,-4.43646167502078
"13","GB43453",116,173,78,208,303,182,46,93,48,60,160,137,1.00077605743775,3.87343211871078,3.21189403944931,0.00634033934792833,0.999862859322248,-3.87249789297281
"14","GB44005",251,404,183,239,374,275,134,70,209,324,153,328,0.556396690632531,4.83218577659475,2.62482688397541,0.0201186895076465,0.999862859322248,-3.97483125481471
"15","GB44200",8,30,8,30,20,27,3,3,9,12,3,39,1.12824549619812,0.598397699356935,2.53175658301853,0.0240925426320491,0.999862859322248,-4.42085032370284
"16","GB44384",88,113,11,40,36,50,57,99,106,76,91,106,-0.898163927131285,3.0098378941508,-2.71483430990413,0.0168831670668153,0.999862859322248,-4.16026043062339
"17","GB44502",1040,1599,884,2609,2052,2044,456,301,1146,1317,750,2709,0.878458722889741,7.22882373505798,2.75773151466854,0.0155249982145893,0.999862859322248,-4.01501988802946
"18","GB44614",210,294,113,174,242,229,255,255,207,311,232,322,-0.415188979867553,4.87617595310592,-2.59832700379703,0.0211806598647707,0.999862859322248,-3.97864111185867
"19","GB45763",147,186,127,181,296,82,56,75,23,149,44,72,1.31943731814901,3.64205337464117,3.31495589979136,0.00516963257095068,0.999862859322248,-3.89600877677238
"20","GB45817",37,59,30,24,23,35,46,32,102,87,44,55,-0.847978873144706,2.47696815320007,-2.70003488346312,0.0173780413158202,0.999862859322248,-4.22816823517484
"21","GB46236",160,95,249,80,33,139,49,301,5485,368,352,2001,-2.47913520590725,4.91802976505447,-2.70037388123412,0.0173665493941148,0.999862859322248,-4.00394282384717
"22","GB46614",872,1372,605,1410,1342,1698,255,362,708,834,539,2396,0.838664642214668,6.78156334601623,2.86808465368429,0.0125027843180469,0.999862859322248,-3.94223621092917
"23","GB46710",152,283,73,176,138,229,162,205,213,261,178,289,-0.431583482977357,4.57168669778267,-2.70195251005517,0.0173131315935757,0.999862859322248,-3.95321763744482
"24","GB46897",29,58,15,35,44,47,17,26,16,29,20,42,0.543465014112745,1.90346290983868,2.60445813689845,0.0209302425946723,0.999862859322248,-4.30706591719587
"25","GB47398",21,29,11,20,21,19,9,7,10,27,9,9,0.80311585188489,0.926155842457656,2.76933730723295,0.0151762449981365,0.999862859322248,-4.36581336878021
"26","GB47545",27,130,137,36,44,112,72,89,341,285,82,438,-1.51139502085867,3.76327438467821,-3.05014642607636,0.00873179391368937,0.999862859322248,-3.95468373605133
"27","GB48125",243,500,277,676,675,649,217,228,353,419,215,596,0.527048775760272,5.60792173480662,2.53222048088901,0.0240709769076696,0.999862859322248,-4.00760822105846
"28","GB48307",44,80,27,45,44,66,63,33,63,87,54,109,-0.465461626767393,2.83769105736919,-2.54014864056648,0.0237052690918934,0.999862859322248,-4.22464415872851
"29","GB48465",58,138,37,93,93,121,36,44,47,91,45,115,0.472101241384058,3.14416793471096,2.51161701328097,0.0250469043141876,0.999862859322248,-4.19729013491193
"30","GB48841",1589,3228,1231,753,993,2469,5776,2277,2686,7279,1168,4637,-1.17137072078674,8.16406711142787,-2.75926355915937,0.015478516284485,0.999862859322248,-4.07105361022358
"31","GB48842",437,744,402,360,286,1085,1025,413,868,1266,640,1295,-0.81411995430387,6.37662923853818,-2.59277806567351,0.0214097910959647,0.999862859322248,-4.02346008897224
"32","GB49444",16,15,6,21,19,25,5,16,7,9,6,11,0.869886830996468,0.612799923634501,2.74200150818746,0.0160101865733634,0.999862859322248,-4.39225707072254
"33","GB49445",8,15,11,23,13,17,5,12,5,3,4,7,1.23456584065633,0.236558460298654,3.12243903373977,0.00756863757772576,0.999862859322248,-4.37758666967228
"34","GB50604",25,18,8,22,11,16,136,116,201,39,233,18,-2.34386721438197,2.28408949892996,-2.59602144510139,0.0212755738260571,0.999862859322248,-4.29806267947489
"35","GB51812",27,41,12,27,39,51,2,8,18,15,10,49,1.20987620331124,1.29620350645742,2.98061147808286,0.0100170213250879,0.999862859322248,-4.30818959267175
"36","GB51938",22,28,6,31,46,40,4,8,17,9,12,20,1.2134998652882,1.07544243604566,3.58262511209624,0.0030439710482676,0.999862859322248,-4.24988036211787
"37","GB52036",208,299,191,204,439,208,107,101,71,341,105,202,0.802431114550699,4.53591221391303,2.7646734559285,0.0153154647752945,0.999862859322248,-3.94371412193601
"38","GB52447",7,20,6,19,12,12,13,24,10,40,33,37,-1.01060176832849,1.11020838905174,-2.89725922531114,0.0118054005214917,0.999862859322248,-4.33377578273929
"39","GB52845",166,199,113,295,317,256,105,43,144,123,98,268,0.81269694902271,4.31105089192146,3.38844843964564,0.0044693755768154,0.999862859322248,-3.73306591210964
"40","GB52882",487,1084,268,914,930,985,326,509,513,633,289,717,0.504147728550118,6.20263743640128,2.55207205354844,0.0231653168546726,0.999862859322248,-4.02679454980236
"41","GB52885",9,29,6,36,14,37,3,8,3,20,4,17,1.2467109853864,0.571199861063891,2.74229503084213,0.0160009990368423,0.999862859322248,-4.3973450550482
"42","GB53442",8,11,1,6,6,10,4,7,11,36,17,19,-1.0946337630403,0.215158550319194,-2.5923276435905,0.0214284949581806,0.999862859322248,-4.43174198837006
"43","GB53601",8,20,13,16,14,32,5,10,4,9,1,16,1.26696221499256,0.367619545906144,2.77766315480841,0.0149307765910935,0.999862859322248,-4.40637802342085
"44","GB53627",220,205,85,158,173,166,204,160,195,286,147,296,-0.416753256907395,4.54934036481528,-2.58882152499734,0.0215746274916091,0.999862859322248,-4.00237799111075
"45","GB54144",32,43,7,53,85,65,15,10,16,19,14,70,0.963056616258482,1.80221816043072,2.48026702799892,0.026605072851309,0.999862859322248,-4.34262951482577
"46","GB54858",9,22,5,15,17,13,2,5,8,16,4,10,0.871904895897249,0.241739104600516,2.67502191393708,0.0182466715766553,0.999862859322248,-4.4233311598665
"47","GB55334",2,17,8,9,14,25,3,3,2,14,1,3,1.49543976105797,-0.342352061709998,2.70052153471204,0.0173615462960179,0.999862859322248,-4.44076945501472
