"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48492",365,365,488,341,388,482,625,600,944,303,796,785,-0.866546125649307,6.01518691258394,-6.29372365815042,2.03871430424399e-05,0.202933621844447,-0.529756323600698
"2","GB53986",221,370,467,209,145,135,722,461,738,238,814,982,-1.56313347806983,5.57853348000156,-5.21144790671521,0.000134747494639752,0.670638280822047,-1.15100354966986
"3","GB40139",199,349,418,230,181,202,480,377,489,264,433,498,-0.939441736481846,5.36440729696791,-4.11007304565894,0.00107543659829165,0.679310570970684,-1.94138733800357
"4","GB40299",1760,1447,3411,1276,802,878,4488,2203,3828,1615,4338,2998,-1.31317567293355,8.04844216121588,-4.17605805901542,0.00094610241077296,0.679310570970684,-2.32736172307126
"5","GB40548",8,10,19,22,24,26,3,2,3,7,5,6,1.76689698186497,0.165908070686225,4.25908666837717,0.00080568199299723,0.679310570970684,-3.59456323121345
"6","GB41590",19,35,45,43,50,45,48,45,73,41,92,88,-0.865547906766814,2.63509424712326,-4.2411531750362,0.000834085313220331,0.679310570970684,-2.68269064342849
"7","GB44219",88,225,387,98,52,130,293,191,381,194,407,477,-1.38919006588641,4.68018934541962,-4.06350405681885,0.00117748745586468,0.679310570970684,-2.07764441362607
"8","GB44504",6,17,28,5,5,14,31,19,31,14,37,39,-1.50426618350123,1.12148588168845,-4.46065076426831,0.000547023310901865,0.679310570970684,-3.25816249973868
"9","GB45265",1383,2024,2528,1255,1731,1440,2306,1914,2378,1502,3198,3917,-0.729817331714833,8.00630711531253,-4.0614337875012,0.00118224755024613,0.679310570970684,-2.39429554057084
"10","GB46365",2185,3799,6152,2731,1035,2711,8656,7328,7557,3909,6164,7725,-1.52655761738917,9.08642562603486,-4.2398398472309,0.000836205319953669,0.679310570970684,-2.470673214755
"11","GB46792",108,135,184,93,114,143,142,114,190,107,243,212,-0.51671528866542,4.19041437340034,-4.01408297595222,0.00129665469644796,0.679310570970684,-2.18135760348681
"12","GB47379",245,508,602,210,185,280,416,522,680,388,729,652,-1.05300517082676,5.71178506501266,-4.16156105723223,0.000973081807901836,0.679310570970684,-1.92130702296083
"13","GB48814",6,14,27,2,8,19,37,33,45,25,40,27,-1.81503026585647,1.25156185502268,-4.45882090821884,0.000548939079382029,0.679310570970684,-3.23044037083476
"14","GB49478",159,321,533,273,172,267,327,388,529,443,877,671,-1.14756254922405,5.55411714286291,-4.60413890565739,0.000416337606258151,0.679310570970684,-1.55509991296785
"15","GB49646",51,59,120,71,69,66,86,80,189,47,151,123,-0.746668452309525,3.44242746149842,-4.17239361934502,0.000952848866836355,0.679310570970684,-2.35959379736546
"16","GB50190",137,184,260,138,226,188,216,183,280,117,371,278,-0.488911428074339,4.70702090730693,-4.027218075767,0.00126382903401126,0.679310570970684,-2.04563019228908
"17","GB53013",1430,3191,4090,2315,1679,2436,3779,3142,4049,3016,6021,7342,-1.06971675305284,8.6742967847825,-4.5022146196748,0.000505313465553144,0.679310570970684,-2.23079671350391
"18","GB54467",30,24,50,25,29,34,30,49,56,47,76,68,-0.879771548086805,2.38005258879408,-4.02350496969247,0.00127302143078095,0.679310570970684,-2.906935128217
"19","GB55995",61,128,180,86,77,68,208,96,222,112,285,273,-1.17270879029071,4.06676309851471,-4.95844493679387,0.000214377166312935,0.679310570970684,-1.59556730869112
"20","GB42202",55,123,155,61,35,58,137,163,169,102,144,216,-1.22655216509272,3.73735136710148,-3.85186149225304,0.00178163726357609,0.747920641767384,-2.50145305189542
"21","GB42985",855,808,796,843,688,671,212,366,654,112,711,485,0.953161025861777,6.06491306454592,3.84570842264285,0.00180330474205517,0.747920641767384,-2.25468669004819
"22","GB44402",18,8,18,7,9,19,2,2,1,0,19,4,2.02706097874125,-0.415119424152598,3.92692388351021,0.00153767474192457,0.747920641767384,-3.75390519659757
"23","GB50438",654,1233,1782,965,1389,1628,1317,1540,1607,1097,3106,2741,-0.749699096250245,7.54669349770916,-3.86001905932527,0.00175331864610095,0.747920641767384,-2.46920857642055
"24","GB53801",7,8,14,13,19,11,15,19,21,14,30,38,-1.05493883511204,1.04378211377929,-3.85995957422296,0.0017535234802736,0.747920641767384,-3.46963511915237
"25","GB44739",7,14,26,15,11,14,14,17,35,11,43,36,-0.962974186306353,1.20914196234829,-3.75593360321038,0.00215169741655511,0.82376908016883,-3.45344117889223
"26","GB54076",80,72,145,165,95,157,15,11,95,5,129,31,1.66503963351913,2.81996363229311,3.76965278024636,0.00209432861965048,0.82376908016883,-2.94061288314994
"27","GB41289",128,360,514,168,271,199,472,180,628,245,800,830,-1.06460193009999,5.41449700955771,-3.70450208481268,0.00238132722346148,0.877915969716134,-2.30956370530648
"28","GB41182",153,446,680,237,231,271,539,446,508,333,580,705,-0.98001319477393,5.63230425786152,-3.64130230242368,0.00269781511901505,0.926001782575029,-2.37186090410947
"29","GB46918",163,238,271,192,168,142,260,224,359,199,332,295,-0.706199835932861,4.86781651985978,-3.65227934329182,0.00263993797542383,0.926001782575029,-2.36473473380744
"30","GB44368",131,228,338,182,296,278,248,240,366,187,403,446,-0.567375795065149,5.07544495498108,-3.58178237894233,0.00303472441450025,0.949374897128755,-2.41175562319396
"31","GB46596",29,111,73,49,41,65,71,77,84,61,182,162,-0.976301692593115,3.24535864094879,-3.57890659516081,0.00305203905044406,0.949374897128755,-2.85269345742368
"32","GB52591",206,184,288,172,230,263,243,263,333,148,363,304,-0.459478716254417,4.95165644886117,-3.60740837820813,0.00288474744748262,0.949374897128755,-2.39306259721826
"33","GB40809",62,70,157,95,118,79,128,79,230,53,233,155,-0.699793072549816,3.80233972731344,-3.4443245020819,0.00398424888364369,0.981505159581203,-2.76904875698653
"34","GB41296",86,29,26,16,14,9,100,29,59,33,74,111,-1.61428714751043,2.25816629776051,-3.42346866810132,0.00415243006799203,0.981505159581203,-3.29739274451464
"35","GB42596",171,330,251,266,110,235,431,423,410,294,425,303,-1.02805112846431,5.18497163502136,-3.33689718577956,0.00493020473970867,0.981505159581203,-2.65245596254303
"36","GB43070",9,11,12,8,7,8,11,15,16,13,19,31,-0.996299699522076,0.702059588888191,-3.43485208242361,0.00405976897810088,0.981505159581203,-3.71560654077902
"37","GB43076",53,98,147,73,64,77,95,148,147,80,158,130,-0.741750378658433,3.67553550437467,-3.40131738743088,0.00433887416331623,0.981505159581203,-2.84476854702584
"38","GB44347",113,137,216,110,176,134,192,129,197,99,268,228,-0.474308925743318,4.34762207704293,-3.33766263950007,0.00492272468865055,0.981505159581203,-2.72399861364416
"39","GB44505",94,229,349,98,72,127,282,172,346,172,273,325,-1.04560902176339,4.57662677641794,-3.44558512355879,0.0039743054362074,0.981505159581203,-2.60848994787915
"40","GB45404",163,144,156,127,174,141,198,187,207,137,275,226,-0.600606103529542,4.47544086879729,-3.52597075627348,0.003389174180415,0.981505159581203,-2.53266542754495
"41","GB46290",71,77,114,59,86,78,121,77,169,57,135,109,-0.573109679389268,3.54963349107062,-3.36420599707544,0.00467025486519077,0.981505159581203,-2.90531252249939
"42","GB47942",511,1182,1387,708,300,867,1107,1194,1144,1378,1655,2244,-1.1656045181545,7.02023169349289,-3.34978881003662,0.00480573204314346,0.981505159581203,-2.80091432163241
"43","GB48687",1839,2719,2886,4600,2738,1961,905,493,1250,594,2188,2852,1.07889724190169,7.7923903587195,3.43392382452808,0.00406724658556643,0.981505159581203,-2.83010567550913
"44","GB48841",1589,2686,3228,1168,753,993,5776,2277,7279,1231,4637,2469,-1.32125987259808,8.16406711142787,-3.34606803278554,0.00484133063047132,0.981505159581203,-2.94792634071342
"45","GB48862",7933,14252,23417,10872,5434,7783,24671,8476,54348,9051,33501,26848,-1.21186627138103,10.8880439323439,-3.3435841272978,0.0048652423401048,0.981505159581203,-3.27552243078391
"46","GB50449",34,9,22,25,22,17,109,75,58,42,32,91,-1.69965065675135,2.1967260605586,-3.43506212233014,0.00405807891299208,0.981505159581203,-3.32106047624338
"47","GB50538",331,573,703,294,252,441,527,613,404,692,1122,1268,-1.03885989657068,6.0993588318121,-3.40913356345577,0.00427214589050749,0.981505159581203,-2.62894729268998
"48","GB52023",1813,3841,9775,3828,3489,6817,1513,1424,2189,797,3659,4016,0.944774254593687,8.53049912387138,3.34538289767471,0.00484791441082646,0.981505159581203,-2.99216415664499
"49","GB52953",38,45,94,52,88,39,87,69,82,47,133,104,-0.739205944229,3.12372263257398,-3.34119878179206,0.00488831658349429,0.981505159581203,-3.05504534086425
"50","GB53797",37,68,79,62,32,68,20,39,32,10,12,22,1.32094157353332,2.11045635692037,3.48093488175325,0.00370540854333372,0.981505159581203,-3.31071955119857
