"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40823",92,51,61,42,96,85,40,69,57,32,59,63,0.599900059854523,2.93150662249478,3.38541824226905,0.00449129285762534,0.934349148682821,-4.16779303577879
"2","GB40951",4,0,6,4,15,9,24,36,23,13,19,11,-1.81306647422515,0.296101631296464,-3.31297152051766,0.00518454126007783,0.934349148682821,-4.43113318000624
"3","GB41898",63,68,111,76,197,238,31,50,60,62,114,54,1.17780047557504,3.34865974595197,3.9796836703581,0.00139291579335442,0.934349148682821,-4.00488517724456
"4","GB42220",570,855,931,456,1550,1239,393,696,1007,473,604,727,0.69961682365503,6.54423897244886,4.34328187797519,0.000688686916418553,0.934349148682821,-3.73392617595143
"5","GB42239",175,159,174,115,245,296,184,376,479,344,306,386,-0.622462000827911,4.99022240129767,-3.96571097392924,0.00143145712405202,0.934349148682821,-3.74657471321786
"6","GB42319",279,237,227,134,463,335,198,216,214,194,209,252,0.528567951970294,4.9153936219308,3.63067672382039,0.00276485672725356,0.934349148682821,-3.82418222340092
"7","GB42468",688,444,554,311,1172,887,646,1021,1511,910,1064,1189,-0.509458838961157,6.66630428181699,-3.7724974871105,0.00209073543325507,0.934349148682821,-3.87602865254437
"8","GB42475",418,403,430,130,632,374,352,1055,755,603,857,1009,-0.762833909731687,6.03433042081049,-3.47507128652897,0.00376070461954646,0.934349148682821,-3.90042484704394
"9","GB42783",9,8,8,11,40,23,3,4,10,5,11,6,1.38466270209295,0.273476312051951,3.64363515452255,0.00269503779773466,0.934349148682821,-4.4126963163369
"10","GB43112",34989,14062,24735,26285,91595,30185,5520,21085,13604,16224,30444,21286,1.18728334031844,11.4738864888124,3.2397160458791,0.00599447450896951,0.934349148682821,-4.27356714749073
"11","GB43549",61,57,41,53,75,115,32,38,38,27,35,63,0.943006353804886,2.65485235566153,3.58320447289338,0.00303662482636943,0.934349148682821,-4.17858327018766
"12","GB43572",2351,2989,3645,1268,6674,4396,4378,6127,8880,6487,6674,4906,-0.745523483767318,9.12519803087245,-3.62322188718519,0.00280584860516016,0.934349148682821,-4.09397915881483
"13","GB44988",365,263,211,277,429,409,208,227,186,196,325,148,0.832701632085495,5.03868217572361,3.24820270502749,0.00589451830781914,0.934349148682821,-3.9317397635367
"14","GB46184",329,218,245,140,374,348,470,533,595,322,394,422,-0.544784918803003,5.45220791293566,-3.49411630817362,0.0036215963739884,0.934349148682821,-3.86253510066437
"15","GB46419",22,37,32,28,41,48,13,23,32,14,27,23,0.825917720159853,1.7887072261415,3.35203585039167,0.00479837323335802,0.934349148682821,-4.31144243858794
"16","GB46528",268,181,220,101,297,221,267,395,356,288,464,456,-0.607404556418383,5.12111960013646,-3.90465708762256,0.00161304369158971,0.934349148682821,-3.75621505218695
"17","GB47546",16049,1655,57295,2309,18401,1142,700,3003,1426,1902,1093,377,2.68689828054923,8.44898513926879,3.36258829189817,0.00469909292031768,0.934349148682821,-4.10684345208985
"18","GB48665",55,73,78,96,162,186,25,35,53,67,92,79,1.09512529713146,3.22008702376599,3.31173973231,0.00519721140000244,0.934349148682821,-4.14402930542919
"19","GB48794",709,1121,734,579,1318,1630,1666,2004,1999,1333,2198,1954,-0.716631964547347,7.3981428047827,-3.47090460976882,0.00379184875253804,0.934349148682821,-4.00577276896202
"20","GB48832",50,139,14,147,105,151,158,1200,214,399,359,249,-1.98822309050359,4.3811981183048,-3.26731135595255,0.00567550537918265,0.934349148682821,-4.03908922781617
"21","GB48933",190,140,178,85,256,218,297,361,360,193,251,288,-0.52877908212588,4.80994390580545,-3.61202087124811,0.00286859761362233,0.934349148682821,-3.84623285044314
"22","GB48980",996,1559,919,442,1139,1720,2092,1960,2244,2197,2575,2099,-0.853917268627293,7.58839769075021,-3.28466301549642,0.00548368066464506,0.934349148682821,-4.06116565840231
"23","GB49269",14,22,12,9,31,34,11,10,12,5,5,11,1.29707963112027,0.726451169653462,4.07162373976175,0.00116438286972784,0.934349148682821,-4.35264507116354
"24","GB49639",9,17,13,8,24,18,13,46,31,26,37,34,-0.850409068567846,1.39734541842508,-3.2272497284946,0.00614437832667266,0.934349148682821,-4.36265002120381
"25","GB49937",1036,598,1212,577,1346,2158,964,2072,3402,3276,2557,2102,-0.870956480043734,7.60152689035134,-3.33292612959388,0.00498354290665219,0.934349148682821,-4.05110599746923
"26","GB50119",439,1000,452,175,836,741,904,1770,1950,873,1479,913,-1.00196368285303,6.69425388479483,-3.30967562693684,0.00521851222805312,0.934349148682821,-3.99355274158749
