"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40252",731,864,814,1363,492,1092,586,969,536,693,666,778,0.727069848912858,6.61548498102354,5.176072405333,0.000149323635350415,0.0538122995598861,1.20687554081501
"2","GB41633",8812,11317,6878,11748,5449,14134,4320,10528,4744,6017,5500,6114,1.07058096913539,9.88630771762461,5.78916288094463,5.0524899807475e-05,0.0538122995598861,2.06130057388362
"3","GB43187",2350,3463,2755,3549,1394,2943,1569,2781,1452,1954,1741,1759,0.952796770289192,8.13138777017046,5.21878226245708,0.000138237525234636,0.0538122995598861,1.25197291869274
"4","GB43376",516,505,425,591,248,578,359,554,261,355,362,419,0.725634672015066,5.73168137268491,5.1691916660003,0.000151194435434321,0.0538122995598861,1.20293632586224
"5","GB43482",6731,6708,3790,7373,4173,8532,3118,6905,3300,4288,4693,5281,0.86627630705855,9.35970771117605,5.13208752100179,0.000161711577110942,0.0538122995598861,1.08225350573914
"6","GB44683",7154,10854,7873,10785,4585,10250,4295,9022,4607,5780,5255,6215,0.967983275878874,9.77168939613883,5.20403163497364,0.000141966139229108,0.0538122995598861,1.18187723759777
"7","GB45208",258,276,236,280,104,325,134,228,107,150,132,201,1.04524893513832,4.59818527171938,5.66142663213873,6.30539686903829e-05,0.0538122995598861,1.99955784048587
"8","GB45629",6350,8054,6212,8376,3815,8755,3989,7145,4527,4662,4684,5327,0.859472542090479,9.52432549778712,5.16177094640247,0.000153239405767539,0.0538122995598861,1.1240269404571
"9","GB46254",685,661,402,647,303,653,314,627,331,386,394,384,0.871077151031207,5.87799313219674,5.46211438230178,8.94914338391166e-05,0.0538122995598861,1.68603230597017
"10","GB46793",868,1034,681,1283,602,1075,619,1020,586,597,625,715,0.825927539635039,6.63912124219997,5.27432651953304,0.000125087486136025,0.0538122995598861,1.36809717961024
"11","GB47843",297,305,269,416,183,295,207,313,197,226,226,236,0.740803119268465,5.04249992530261,5.11243028855263,0.000167589038211419,0.0538122995598861,1.10763456526349
"12","GB47886",1509,2106,1445,2272,1197,2517,1176,1965,1115,1274,1357,1483,0.809480083742222,7.64008368509872,5.31657597831704,0.000115961298069149,0.0538122995598861,1.41797286956228
"13","GB48958",3231,4733,3458,5224,2543,5180,1693,4341,2172,2970,2463,3145,0.988915252310354,8.6941635058685,5.18330508683743,0.000147383092745706,0.0538122995598861,1.1825652845703
"14","GB49787",442,549,346,640,332,724,297,514,310,382,427,468,0.739783940643098,5.800865291301,5.52184709662173,8.05301514999987e-05,0.0538122995598861,1.78402913225386
"15","GB50085",658,736,599,1025,503,1108,446,802,468,669,587,728,0.731889761695294,6.41769423505313,5.20596140331016,0.000141472445126307,0.0538122995598861,1.25896069893342
"16","GB50210",489,600,568,688,315,799,345,626,330,395,351,448,0.883946097834101,5.92182453211897,5.42262184115384,9.59828904058126e-05,0.0538122995598861,1.62113373311442
"17","GB50601",6759,7929,6420,9814,4399,11016,3854,7887,4146,5125,4475,5532,0.990139058659283,9.605300172222,5.96147497282601,3.76082262159753e-05,0.0538122995598861,2.32726042116331
"18","GB50918",2489,3264,2613,3772,1646,3788,1426,3364,1540,2141,1806,2412,0.910972339158121,8.25425935970448,5.11907383022972,0.00016557817622928,0.0538122995598861,1.08875502768199
"19","GB51086",6617,7648,4472,10050,4175,10453,3302,8287,3651,4574,5116,5476,0.924908601122507,9.51848798852185,5.41532250150881,9.72355331196577e-05,0.0538122995598861,1.51903156744492
"20","GB51192",8426,9465,6207,13005,6344,13862,5133,10779,5221,6937,7192,7623,0.82848428709314,9.98621060306375,5.20648977936788,0.000141337582142049,0.0538122995598861,1.17788621816667
"21","GB51206",9064,11807,9817,14295,5520,15771,4953,11679,5633,7051,6450,9189,0.974608949895964,10.1126422745999,5.17380673753758,0.000149936972193289,0.0538122995598861,1.12220553420407
"22","GB51224",345,252,224,413,158,371,218,318,176,239,244,254,0.666496883738622,5.04397024277965,5.76191834432643,5.29593732475734e-05,0.0538122995598861,2.17062514876799
"23","GB51624",593,598,501,745,328,764,440,692,363,378,434,511,0.738310858354699,6.02723897920267,5.24516169369539,0.000131821440223265,0.0538122995598861,1.32807368816544
"24","GB52468",4326,5692,3887,5448,2820,6511,2049,4492,2388,2872,2938,3350,1.09394017448305,8.87365054262147,6.59149912451726,1.32334930454303e-05,0.0538122995598861,3.25518455051211
"25","GB53270",741,859,618,1242,410,1144,531,938,472,651,562,647,0.762579656856844,6.47477202202957,5.12700184936672,0.000163211321244201,0.0538122995598861,1.12729544404758
"26","GB53568",12645,17763,15081,17789,7650,20116,6209,14553,6705,9503,7383,10584,1.16125375918329,10.4918269545556,5.60916078112663,6.90812155614161e-05,0.0538122995598861,1.76405511891664
"27","GB53947",1210,1308,674,1636,794,1581,690,1341,685,902,1021,842,0.794401689028682,7.00774181064387,5.21542437297122,0.000139077263824993,0.0538122995598861,1.26534885239893
"28","GB54951",1322,1410,939,1828,958,2141,883,1623,799,1052,1161,1000,0.806328568799607,7.26524371073664,5.76870018333079,5.23421176952369e-05,0.0538122995598861,2.1367422775686
"29","GB55708",4058,5322,3593,5376,2459,5745,2432,4877,2490,2891,3007,3563,0.881987862631791,8.86182021053173,5.39628844389794,0.000100582840447485,0.0538122995598861,1.51411042208114
"30","GB55782",2749,2594,2759,4414,1399,4705,1245,3414,1328,1799,1515,2312,1.09421120192863,8.19106880716987,5.44205492209397,9.272936329932e-05,0.0538122995598861,1.60518340808287
"31","GB56016",1157,1104,1272,1517,610,1428,852,1293,604,745,713,862,0.898305723846423,6.947858544053,5.24235642614266,0.000132488761881859,0.0538122995598861,1.31047825993317
"32","GB42998",678,661,572,1124,355,903,463,851,485,509,548,569,0.690818056567576,6.29269781099082,5.02118752514265,0.000197924798823681,0.0547262068747477,0.951605788436118
"33","GB46453",224,273,276,245,112,346,146,242,122,151,119,155,1.06994988288115,4.58942122220556,5.02189275198456,0.00019766962751457,0.0547262068747477,0.952791465852303
"34","GB50268",2957,3498,1844,3304,1760,3198,1651,3051,1468,2045,2103,2185,0.829816686005348,8.21418726912663,5.06463182428009,0.000182826074904834,0.0547262068747477,1.00101923738092
"35","GB51537",512,422,302,674,265,611,311,590,266,318,375,415,0.689229985301245,5.6810571817226,5.08053748547023,0.000177601934104593,0.0547262068747477,1.05375033476778
"36","GB54961",2308,2963,2038,3134,1519,2839,1639,2744,1489,1669,1950,2205,0.765233788155628,8.09378919956927,5.0377594192336,0.000192018045873243,0.0547262068747477,0.959022341060223
"37","GB55895",1837,2183,1926,2588,1474,3153,1018,2261,1297,1785,1342,1827,0.906830278350128,7.85229080824431,4.99814077326233,0.000206454849080611,0.0555419342634703,0.897031489685866
