"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47318",62480,17311,85498,39628,15044,32088,5178,10246,4209,5659,3519,6629,2.85917154482329,10.7954887829627,8.23107772171882,1.03504039311414e-06,0.0103027920730581,1.86939419928357
"2","GB53798",15733,4912,20268,26440,12554,18081,1701,2329,864,2737,473,3594,3.41126939451403,9.26156162576045,6.93743900269406,7.18944438204458e-06,0.0357818646894359,1.5540686299535
"3","GB50226",71051,28309,88772,99378,40651,76425,16926,33759,14052,19438,11109,36991,1.84237610838273,12.1328540768391,5.99251688051412,3.40462076890202e-05,0.112965317112169,0.137742833900287
"4","GB49441",1175,310,1642,1808,556,1755,299,795,139,259,211,438,1.92498158413905,6.14769069298159,5.30340348631314,0.000114376162712946,0.189750053940778,0.689014803368439
"5","GB49442",165,52,163,136,53,167,48,100,20,30,30,45,1.67097076490286,3.08549484290766,5.37498859630359,0.000100543495589563,0.189750053940778,0.161838217444221
"6","GB50423",80265,5106,22270,44718,33518,39227,4831,3922,4397,623,788,2295,3.93420143905485,9.96101727352555,5.43337640837774,9.05556523708212e-05,0.189750053940778,0.120373136155647
"7","GB48820",9246,1278,3570,9091,3034,5382,1715,1971,680,634,794,1526,2.16605273590922,8.11796753635779,5.14272046297584,0.000153135682151397,0.217758940019287,0.185831621273955
"8","GB50883",141759,35974,75560,92397,89545,155616,18929,44664,34817,34430,33488,56938,1.56271421870138,12.8064244036742,5.04340995733237,0.000183715787697048,0.228588368842052,-0.750655218890434
"9","GB55729",4497,4380,5097,10194,2729,12045,1942,4844,3238,4247,2355,3046,1.06436034809033,9.07295146160449,4.92377774810934,0.000229154870603657,0.253445286887645,-0.204973677050157
"10","GB52191",1534,414,1034,1783,537,1391,396,925,430,388,330,526,1.26373554655458,6.43667287691298,4.83786562186787,0.00026886940950559,0.267632610221864,0.0903010320578277
"11","GB41708",3438,175,475,3216,1712,2268,226,326,223,191,181,250,2.66245377834229,6.08807010222421,4.74882160460841,0.000317614985812639,0.287412688070819,-0.0403719637736994
"12","GB42981",1151,632,1370,2556,570,1380,486,1094,530,533,341,728,1.16146571935526,6.68724860023047,4.53011326370688,0.00048013421039564,0.367635071559862,-0.344116249368118
"13","GB47546",16049,1655,57295,3003,2309,18401,700,1426,1902,1093,377,1142,3.12104334283074,8.44898513926879,4.55685105197683,0.000456346635300392,0.367635071559862,-0.553943910222134
"14","GB41428",95996,40014,132138,110934,41127,70449,37315,17425,36188,28973,33129,29464,1.52131459464827,12.5445439102222,4.37888085128186,0.000640943329758363,0.37892928329718,-1.31496845367137
"15","GB41710",2281,57,224,1450,956,3875,99,129,29,41,41,65,3.81490152475862,4.73694666839027,4.36750718600151,0.000655084641424962,0.37892928329718,-0.754196130213031
"16","GB50005",209,64,122,185,82,162,41,56,92,92,39,60,1.3143645882576,3.48108512717499,4.42808758045692,0.000583287541453656,0.37892928329718,-0.697177829996033
"17","GB52428",5555,2695,4243,8956,2582,9519,2351,4147,3477,2324,1890,2095,1.10605899894213,8.8363677255242,4.34671828496643,0.000681766936130548,0.37892928329718,-0.841070193774926
"18","GB55030",23672,14500,17008,36831,9672,22952,11170,17209,8882,9848,7715,12976,1.01419872645183,10.8474289910585,4.34408559745076,0.000685224743756203,0.37892928329718,-1.11025463894253
"19","GB41361",1740,60,434,1855,667,885,141,235,68,44,44,85,3.04396225785369,4.86311254691723,4.20583258158123,0.000894602870525698,0.409097121982035,-0.853513510425052
