"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40085",11,11,9,16,9,21,8,4,3,4,7,9,1.07457203175233,0.149246232271018,3.59702794018746,0.00296464500982732,0.99956998702336,-4.42299480809141
"2","GB40169",125,71,62,96,63,207,305,271,58,139,201,189,-0.933103651644509,4.02651271502886,-3.59709919804501,0.00296422819219477,0.99956998702336,-3.96949266300138
"3","GB40493",24,24,63,50,31,34,46,171,22,101,58,102,-1.10464804674587,2.66818406223857,-3.03375559808697,0.00903128078086149,0.99956998702336,-4.27143304401449
"4","GB40636",24,11,7,29,9,14,6,7,6,5,3,6,1.27150984119552,0.224711778615519,3.09681412749819,0.00797341904360775,0.99956998702336,-4.45098177309582
"5","GB41242",593,555,751,980,777,871,574,784,258,487,600,600,0.464072618330946,6.31372914360053,3.1074700958576,0.00780721293372309,0.99956998702336,-4.03457958012843
"6","GB41624",71,93,83,166,91,117,48,69,25,44,105,58,0.820887719582793,3.22569774467877,3.78858004157901,0.00203327095839374,0.99956998702336,-4.06931540225794
"7","GB41843",792,580,384,953,688,873,1210,1381,384,821,1144,1136,-0.496797743211331,6.67786696785511,-3.03266989154614,0.00905066154941991,0.99956998702336,-4.08031034208349
"8","GB42428",179,117,144,167,141,239,263,461,53,355,454,354,-0.835164181429481,4.73070568020708,-2.99810950351638,0.00968955667468152,0.99956998702336,-4.0404421732337
"9","GB42539",25,32,25,47,32,14,11,11,7,25,5,9,1.36943148033675,1.12825441618159,2.86120318651699,0.012687651746574,0.99956998702336,-4.42411945179187
"10","GB42703",37,29,143,115,19,18,4,7,12,16,6,8,2.28579822576536,1.29698107141349,3.01732250020037,0.00932906731455068,0.99956998702336,-4.40765731485205
"11","GB42797",370,326,143,439,249,454,56,273,65,287,167,170,1.06404862804001,4.74381842759123,3.18782033440275,0.00665998283013425,0.99956998702336,-3.99487792446435
"12","GB42900",2029,1141,940,2543,1570,2478,721,1351,520,1158,1396,1841,0.588664107637018,7.41707181289551,2.90805483375964,0.0115710130079423,0.99956998702336,-4.15821023840964
"13","GB42965",52,43,35,95,53,81,84,168,27,70,106,93,-0.595805593619901,3.11353254701119,-2.99710496420478,0.00970877868677666,0.99956998702336,-4.22271358101339
"14","GB43444",1001,699,964,1575,1180,1639,928,1192,465,812,894,831,0.396745989021015,6.94477626401175,2.71898828607887,0.0167635844804306,0.99956998702336,-4.18015939254813
"15","GB43869",7,4,5,5,16,34,12,31,13,38,16,26,-1.16286893209992,0.829296103288542,-2.69076117973595,0.017712607659516,0.99956998702336,-4.45449599771265
