"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40696",1752,3876,1313,3525,8597,1978,5572,16311,2367,7526,3674,21742,-1.39052134476141,9.44274046019372,-2.82923425198216,0.0137283818711422,0.999880599982898,-4.35862058382331
"2","GB40697",3385,4644,2121,4758,13656,1780,8100,20974,4671,9770,4296,19786,-1.34266254893805,9.87603754953651,-2.94378221737218,0.01097874385491,0.999880599982898,-4.36548884358022
"3","GB41085",31,29,55,14,44,27,22,35,10,16,10,22,0.647561651890925,1.86751268265486,2.88962380641829,0.0122036335355401,0.999880599982898,-4.38598101679199
"4","GB41228",130,69,52,75,123,25,143,267,55,144,71,115,-0.949382185734702,3.8006508975665,-2.88957808199094,0.0122047225163385,0.999880599982898,-4.19084658269238
"5","GB42217",2082,2778,1982,625,1630,944,1904,5685,2030,3712,981,2967,-0.910954640130596,8.21890538828427,-3.12089514739597,0.00776145812938479,0.999880599982898,-4.23508290515676
"6","GB42346",27,18,19,12,12,17,26,96,30,39,15,24,-1.10815065065705,1.87460578021095,-3.39041325175769,0.00457457425223821,0.999880599982898,-4.33336332660588
"7","GB42653",476,480,570,367,692,310,305,612,192,268,188,489,0.430446306517267,5.87828820632913,2.8954178140854,0.0120664134962186,0.999880599982898,-4.06145902225001
"8","GB43508",1584,856,1049,1094,2586,842,713,1606,376,687,267,995,0.797053690094551,7.11417573242396,2.91025431986201,0.0117219264464077,0.999880599982898,-4.17868524512361
"9","GB44112",72849,92489,34189,71927,145796,38089,156833,448263,62396,182739,59114,204089,-1.23962165089309,13.9021374386135,-2.88143465979561,0.0124002004093438,0.999880599982898,-4.48926394585348
"10","GB44980",91,147,117,63,74,51,105,347,74,216,90,140,-0.902357501661182,4.07858590818955,-3.63861877690393,0.00281460497328027,0.999880599982898,-3.98326059231436
"11","GB45184",369,350,646,245,307,281,484,1018,286,478,399,447,-0.632231953932187,5.98030189493665,-3.542669569994,0.00339502802381181,0.999880599982898,-3.88463347534131
"12","GB45469",26,42,12,27,52,32,38,142,22,49,28,129,-1.16047513978734,2.61415918572085,-2.96548538888533,0.0105226600901227,0.999880599982898,-4.31353713025358
"13","GB45615",72,270,45,166,115,67,298,686,214,659,204,536,-2.13913823829631,4.9376287972823,-5.20483120523727,0.000147772490908121,0.999880599982898,-3.63243848306828
"14","GB46209",61,81,59,49,36,80,77,249,38,107,55,130,-0.903906648092136,3.50756142330968,-3.28685998586084,0.00560474578039024,0.999880599982898,-4.1496857290151
"15","GB46296",14,35,14,5,19,20,13,80,15,35,23,37,-1.02758964636952,1.71829227001403,-2.84355406490365,0.0133507231770696,0.999880599982898,-4.40236765829766
"16","GB46501",81,76,110,61,105,68,46,81,42,49,37,78,0.467041922697658,3.35699960251782,3.12015011494383,0.0077728039759173,0.999880599982898,-4.20024855820528
"17","GB46656",349,369,573,255,413,369,202,273,164,332,155,326,0.535116958020202,5.51390656184213,3.16522696538713,0.00711519892608329,0.999880599982898,-3.96788118383506
"18","GB46772",1470,1187,1909,634,1558,888,1671,4428,1518,2242,926,1669,-0.800970419598347,7.84194890143907,-3.85917299608404,0.00183256358433033,0.999880599982898,-4.07965685351978
"19","GB47179",69,63,90,43,73,69,45,57,33,20,18,53,0.783076368878127,2.89792764451536,3.55879089209351,0.0032896543156359,0.999880599982898,-4.19665234992514
"20","GB48194",160,190,203,55,172,94,268,483,203,313,77,164,-0.833818585364495,4.71831288255053,-2.83840945370752,0.013485214374535,0.999880599982898,-4.09240942685236
"21","GB48228",6914,14791,2757,7326,11125,2644,17048,31218,9578,24834,6999,31888,-1.59297406427576,10.6592883329905,-3.41741531758701,0.00433873421205604,0.999880599982898,-4.35443907162169
"22","GB48871",183,160,304,108,243,114,114,165,65,105,52,152,0.616884084037733,4.35287320097571,3.5548658347399,0.00331500135048517,0.999880599982898,-3.94752424768581
"23","GB48996",229,205,280,131,266,170,133,210,98,112,106,231,0.408180893490354,4.72081506947009,3.03713741601259,0.00914589087725137,0.999880599982898,-4.02874653441346
"24","GB50806",63,93,93,71,79,52,38,62,27,46,28,66,0.625949642330065,3.11574934598997,3.31374319696855,0.00531682124775281,0.999880599982898,-4.2018339798031
"25","GB51187",1,6,11,8,5,15,19,25,10,17,15,21,-1.63040796459622,0.737350078898998,-3.46562108305608,0.00394768966045071,0.999880599982898,-4.41843204647116
"26","GB51191",12,4,7,3,17,6,11,28,12,10,12,15,-1.05710374797569,0.668890371904485,-3.154659876732,0.00726420330036898,0.999880599982898,-4.44040361025694
"27","GB51339",214,165,272,98,187,96,100,158,91,68,63,154,0.560537828850842,4.29020138327216,2.8290541988939,0.0137331965464091,0.999880599982898,-4.1363136642523
"28","GB51720",51,48,61,41,57,32,19,34,22,16,26,48,0.737968755793803,2.450674107838,3.02007531433662,0.00945661228644823,0.999880599982898,-4.32226732902453
"29","GB52017",130,104,96,66,60,40,112,293,79,140,78,102,-0.807515318335922,3.89603189881304,-3.12829444441853,0.00764966733007939,0.999880599982898,-4.12243168694099
"30","GB52052",805,697,624,392,649,205,996,2014,550,1050,469,724,-0.903244672442481,6.68012904486026,-3.28785715364589,0.00559379205938641,0.999880599982898,-4.03779832831332
"31","GB52087",111,80,96,34,69,46,358,218,168,178,96,85,-1.3661590716085,4.02609737228566,-3.45137320761056,0.00405942239327206,0.999880599982898,-4.05099919513339
"32","GB52279",41,50,11,12,34,84,45,200,51,122,79,115,-1.75350723297046,3.0276127848732,-4.03600258725571,0.0013022824106223,0.999880599982898,-4.12282860279233
"33","GB52308",807,278,782,397,280,202,2781,1084,870,1039,482,447,-1.43054962221388,6.54412226799866,-3.08286602614586,0.0083621581540707,0.999880599982898,-4.07886912833731
"34","GB52775",528,444,280,263,533,195,663,2131,220,852,437,906,-1.07808579553487,6.24275340481709,-3.73155499249974,0.00234820439067147,0.999880599982898,-3.88017790894824
"35","GB53043",264,355,395,137,228,204,309,655,241,757,153,398,-0.698894396668035,5.53780628871322,-2.83133706831461,0.0136722743665975,0.999880599982898,-4.06155122307959
"36","GB53141",1351,1222,3384,1770,2198,3655,640,1144,376,2139,580,1269,1.12553855183388,7.69844699405087,3.04224140631826,0.00905492264374905,0.999880599982898,-4.20569416906375
"37","GB53756",111,183,44,65,131,46,181,815,83,571,70,389,-1.70900784896483,4.46239491478934,-3.56934580861103,0.00322246052779429,0.999880599982898,-3.97084625221976
"38","GB53962",5,29,12,4,8,9,10,82,11,35,9,28,-1.43237401907532,1.14018911583771,-3.08128643996492,0.00838808429062656,0.999880599982898,-4.41984251021933
"39","GB53996",124,87,84,42,72,55,105,157,61,100,68,109,-0.521831413087849,3.69672982123395,-3.08582266711425,0.00831384380002832,0.999880599982898,-4.15820456478972
"40","GB54172",206,150,183,119,215,132,212,567,120,258,134,231,-0.605068751379791,4.87973386825464,-3.7244073615464,0.00238111193892458,0.999880599982898,-3.82509815138556
"41","GB54186",38,31,42,20,40,40,21,24,11,11,20,27,0.785931603987377,1.96633138131181,3.23761804829506,0.00617322818193745,0.999880599982898,-4.34041878708991
"42","GB54460",437,311,469,314,186,95,924,1504,314,446,487,395,-1.29880777684407,5.92422212203028,-3.36784994378039,0.00478150128355628,0.999880599982898,-3.94191922688524
"43","GB55008",66,65,109,53,94,91,35,66,32,57,37,62,0.586516961343472,3.21905408963588,3.05530039998093,0.00882623637606875,0.999880599982898,-4.23116747684983
"44","GB55039",598,140,187,174,296,191,234,41,66,21,87,156,1.59178266320125,4.35833918950055,2.83772207235688,0.0135032844123133,0.999880599982898,-4.15448255522071
"45","GB55263",2747,4117,3345,978,2142,1463,3312,7031,2733,6207,1504,4209,-0.913282659930944,8.78471564118895,-3.19538336000281,0.00670651573147249,0.999880599982898,-4.26563117816902
"46","GB55575",442,829,823,340,570,523,278,533,255,436,194,565,0.511996864227403,6.09533818704495,2.84703832167966,0.0132603860285696,0.999880599982898,-4.09330356130131
"47","GB55813",77,28,24,81,80,29,207,162,16,148,123,254,-1.61462158676999,3.51701125276493,-2.96581471243833,0.0105158856224319,0.999880599982898,-4.22053615316957
"48","GB55964",128,405,548,252,157,134,564,807,237,680,369,454,-1.24346655229888,5.68796230598017,-3.47077874125069,0.0039080112473189,0.999880599982898,-3.89576340468797
"49","GB55965",433,673,1031,567,532,306,984,995,561,970,597,853,-0.739599332563013,6.68561322367773,-2.90353343161239,0.0118767610768831,0.999880599982898,-4.13134892438784
"50","GB55997",34,30,50,12,20,30,34,305,27,39,46,49,-1.24310092184382,2.57709038870688,-2.83587351090003,0.0135519977864285,0.999880599982898,-4.33678057611875
