"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40015",33,31,46,15,22,61,133,71,82,41,64,60,-0.883178618969489,2.87844734831882,-4.51859428362551,0.000513667714790304,0.497749655298037,-1.08468898269901
"2","GB40089",501,409,210,146,198,252,182,87,178,131,187,142,1.11219643078572,4.91990653615235,4.38907022809921,0.000656062353100449,0.497749655298037,-0.554249293677524
"3","GB40938",65,61,66,36,52,88,143,90,134,62,108,115,-0.567568312404546,3.61637101998274,-3.73908499469563,0.00229484893018257,0.497749655298037,-1.67999277335762
"4","GB40973",412,379,227,48,236,201,17,28,23,98,100,105,2.57754625842906,3.95128299014723,4.16194016609199,0.00101188704866247,0.497749655298037,-1.14490346731223
"5","GB41302",215,67,118,84,56,144,336,272,503,112,179,244,-0.998183926228054,4.62392324037148,-3.73568627277294,0.00231012162848433,0.497749655298037,-1.5064284362529
"6","GB41304",190,169,185,96,109,221,379,363,476,143,280,229,-0.655381546322703,5.03832851771382,-3.99174448469712,0.00140453770152948,0.497749655298037,-1.09225331051816
"7","GB42062",606,478,357,227,220,308,446,145,287,199,284,180,0.779217742051747,5.46945618635753,3.71458337616263,0.00240728804353542,0.497749655298037,-1.47030549952591
"8","GB42249",970,952,635,326,315,346,403,187,327,283,410,229,1.09709783815349,5.92755235666108,3.95522829486714,0.00150738633267532,0.497749655298037,-1.15492869586073
"9","GB42594",82,65,114,33,47,106,299,235,277,54,142,240,-1.15013749230624,4.11192460667339,-3.89975292323106,0.00167855878881853,0.497749655298037,-1.37847712984595
"10","GB42942",878,786,477,436,328,481,498,210,548,291,448,278,0.847235195557089,6.07609319795148,3.69667508887396,0.00249299310524394,0.497749655298037,-1.52789443147915
"11","GB42976",508,452,316,160,198,247,138,97,196,140,250,125,1.22261054724767,5.01008338498839,4.53426212493598,0.000498750402791081,0.497749655298037,-0.358294099655835
"12","GB43191",170,98,128,37,62,122,89,62,87,58,83,49,0.716969825467619,3.63625324613987,3.67838404915253,0.00258372694056812,0.497749655298037,-1.74368607906857
"13","GB43245",879,769,506,233,516,571,304,160,248,276,441,380,1.15137207292809,5.92270779444299,3.81440040169193,0.00198150616951043,0.497749655298037,-1.35500481268561
"14","GB44225",396,288,420,182,174,399,564,883,1309,299,648,719,-0.960943402782267,6.09497111140945,-4.16579640607183,0.00100442752485069,0.497749655298037,-0.895819495608678
"15","GB44276",312,291,192,80,134,106,95,86,117,65,93,86,1.16960347520861,4.23188704803969,3.79106003113333,0.00207366134728125,0.497749655298037,-1.47278214127925
"16","GB44279",91,70,61,31,30,45,51,24,29,20,33,30,1.00494314949506,2.6025055405442,4.34865024338561,0.000708382411189895,0.497749655298037,-1.36400856163922
"17","GB44329",19,13,8,7,12,17,3,1,6,6,8,2,1.84808360255983,0.14071892464589,4.30167711972221,0.000774615437948456,0.497749655298037,-2.57991259203915
"18","GB44536",202,187,244,69,103,242,237,115,99,59,101,87,0.847533412390831,4.329188633238,4.24635530699161,0.000860853203787238,0.497749655298037,-0.83397919426061
"19","GB44641",139,89,140,72,89,192,273,230,308,115,257,186,-0.684841857753246,4.6074513311864,-4.72365612631493,0.000350065288274659,0.497749655298037,-0.175593801498646
"20","GB44882",890,611,1634,342,285,1291,1921,2910,4241,773,1318,2353,-1.30243296018075,7.49547241779783,-3.62419478659185,0.00287267385755549,0.497749655298037,-1.82184937907262
"21","GB45142",1414,1466,1215,1119,554,637,1236,503,800,394,596,273,1.13758910949386,6.8585084876087,3.85869715796493,0.00181790148693375,0.497749655298037,-1.40833087393047
"22","GB45958",177,143,216,86,106,256,459,265,340,137,261,212,-0.50110077267761,4.95154076841676,-3.69801262017054,0.00248648634951923,0.497749655298037,-1.51080018296931
"23","GB46250",48,40,43,24,33,45,90,90,110,48,67,72,-0.750595130979733,3.07448240120422,-3.92388785115367,0.00160177592885906,0.497749655298037,-1.63027779413021
"24","GB46726",13,9,7,8,6,13,7,2,6,5,2,2,1.4625565402387,-0.0697250978527308,4.14239592352271,0.00105057638743131,0.497749655298037,-2.73764932216441
"25","GB47482",119,98,177,56,139,199,366,206,314,165,212,254,-0.747209411999847,4.73795898654868,-3.80159739630055,0.00203152854641215,0.497749655298037,-1.38879342554453
"26","GB48232",37,36,35,7,27,34,20,16,13,13,12,16,1.12441899566494,1.6369494590147,3.61853300763341,0.00290469258310281,0.497749655298037,-2.43786523666571
"27","GB48589",455,427,426,208,214,299,392,186,260,217,316,183,0.634387607793395,5.45301550699123,3.62113440958462,0.00288993641800058,0.497749655298037,-1.60482288732159
"28","GB48960",172,107,127,59,121,140,100,83,56,91,56,81,0.921846891877595,3.86207118851623,3.61223414241539,0.00294073881725665,0.497749655298037,-1.7791175349803
"29","GB49289",102,109,137,42,50,113,54,34,44,50,80,67,1.00892012982348,3.3790290816738,3.97042344634072,0.00146368539753125,0.497749655298037,-1.46481130385798
"30","GB49912",2,7,8,0,2,3,16,17,18,15,8,25,-2.11098008623089,0.101753040015003,-3.87536024052637,0.0017599786500351,0.497749655298037,-2.82882611188762
"31","GB50142",502,420,260,153,130,219,232,145,195,151,164,115,0.893665352859185,4.96452250757153,3.6262413265042,0.002861188278849,0.497749655298037,-1.61072829670522
"32","GB50192",145,104,68,22,76,85,34,12,39,32,51,50,1.43738269316956,2.93823818045826,3.76508285119785,0.00218136454235993,0.497749655298037,-1.85646846540892
"33","GB50250",158,195,122,74,62,125,94,78,73,61,104,59,0.852889705187594,3.85766516501244,3.90592149250876,0.00165858396597366,0.497749655298037,-1.39666875044675
"34","GB51805",1076,952,884,508,577,760,1397,425,639,416,542,446,0.680327093954365,6.68832379243236,3.70078749888603,0.00247304213909929,0.497749655298037,-1.59072725474281
"35","GB51913",71,40,57,35,32,109,133,115,132,49,118,92,-0.678199137927954,3.49851209756148,-3.6364290526316,0.00280470068494445,0.497749655298037,-1.8429273623486
"36","GB52004",623,255,1035,245,318,835,1423,1149,1225,745,1124,1514,-1.1072292676953,6.83999578731264,-4.13806643810047,0.00105935018974538,0.497749655298037,-1.05071797521208
"37","GB52236",223,133,163,85,127,235,398,257,299,158,263,233,-0.505702089932831,4.93988113050086,-4.02482565450887,0.00131755808599456,0.497749655298037,-1.04709020576409
"38","GB52766",1815,1434,988,871,973,600,1303,363,820,563,505,253,1.23626746907563,6.87535658182041,3.61321192427279,0.00293511377114094,0.497749655298037,-1.74069886162308
"39","GB53141",1351,640,1222,376,580,1269,1144,2139,3384,1770,2198,3655,-1.27091239746816,7.69844699405087,-3.98736669700488,0.00141647986887609,0.497749655298037,-1.40692221257201
"40","GB53429",152,106,91,38,65,63,18,14,29,45,56,59,1.62677945600473,2.97025790266272,3.77386337148971,0.00214433804147748,0.497749655298037,-1.84089005080354
"41","GB54110",18,19,20,15,14,25,53,34,53,18,40,27,-0.722915343851645,1.99478239034681,-3.78912898304392,0.00208147829642959,0.497749655298037,-2.15530993536381
"42","GB54127",989,729,492,235,391,421,233,134,298,259,383,297,1.19909373088903,5.7729287550575,3.89973121226001,0.00167862952389742,0.497749655298037,-1.225425999509
"43","GB54143",388,349,477,192,153,259,290,123,221,137,258,151,0.849749431578831,5.14844501980904,4.48305854242721,0.000549232108889414,0.497749655298037,-0.39882946618824
"44","GB54538",226,116,202,65,82,241,142,81,122,63,139,83,0.751362902088185,4.18999229220004,4.44210983427926,0.000593381521722471,0.497749655298037,-0.615319812553678
"45","GB55086",52,53,31,58,11,71,3,4,13,21,31,16,2.19486571629559,1.73709613326313,3.6236441977821,0.00287577182740806,0.497749655298037,-2.44324559755263
"46","GB55380",56,42,39,23,28,28,18,8,18,17,32,17,1.26007703099964,1.93493999017596,4.09687505353472,0.00114667641357178,0.497749655298037,-1.90256557712949
"47","GB55400",58,34,41,11,47,63,10,7,23,13,33,26,1.51115068629267,1.95974848433881,3.64820913960547,0.00274078983770227,0.497749655298037,-2.31091968558517
"48","GB55445",28,42,44,39,18,60,21,6,14,24,23,10,1.54027315549054,1.86455585456997,4.36237681126804,0.00069014927164219,0.497749655298037,-1.72374142144596
"49","GB55730",664,581,310,158,207,179,151,114,185,154,235,115,1.24564730123103,5.05250518518652,3.66483293041932,0.00265310109564823,0.497749655298037,-1.56001812892439
"50","GB55831",52,42,17,5,36,33,10,6,7,9,13,10,1.75513237144462,1.25344182913215,3.72659098116278,0.00235150234370423,0.497749655298037,-2.51083596261358
