"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB46601",283,172,260,121,104,235,502,554,921,255,349,437,-1.26126595782385,5.49567833208541,-6.33275303506438,2.09385944452287e-05,0.210746953091226,1.39711447162602
"2","GB46640",72,48,101,46,41,119,171,127,179,81,135,140,-0.967388900545862,3.86733679903594,-5.88857151143825,4.39843105444934e-05,0.221351042815163,0.503394890313261
"3","GB46587",28364,13492,27561,10703,11291,25935,71958,72030,52103,35190,36306,57254,-1.48613768109644,12.2039923550472,-5.544457887767,7.96537485415767e-05,0.23647343846195,-1.75516922144642
"4","GB51566",209,134,317,119,133,287,339,380,663,354,297,440,-1.04328963856324,5.39353986223642,-5.324288254921,0.000117473143796299,0.23647343846195,0.424038666326579
"5","GB53141",1351,640,1144,376,580,1269,1222,2139,3384,1770,2198,3655,-1.43666381026935,7.69844699405087,-5.34617914011326,0.000112988296164204,0.23647343846195,-0.202953428585376
"6","GB44722",39,19,69,21,21,63,76,77,132,47,78,65,-1.06350297493477,2.97573794400537,-5.08403211345591,0.000180847378759939,0.26003269531697,-0.754978759019504
"7","GB45778",3,3,5,1,0,4,9,10,19,8,8,12,-2.06512734886897,-0.312357089314689,-5.16037312520266,0.000157547774657146,0.26003269531697,-2.51226687697479
"8","GB42741",1856,1418,1837,1031,550,2447,3257,6014,9971,1468,4008,3147,-1.42439191076214,8.48657198879986,-4.54837228388881,0.000486048961303742,0.419028093897973,-1.20409108449316
"9","GB45565",851,524,1103,377,247,386,2322,2631,3039,831,698,1368,-1.5529027279752,7.11162925232155,-4.59768232068296,0.000443119002188459,0.419028093897973,-0.750101634841134
"10","GB50477",6778,8746,13630,8034,5762,11929,33044,38215,24618,20405,17251,16029,-1.358696954005,11.1184800311191,-4.58398838021142,0.000454632928426001,0.419028093897973,-1.949795580657
"11","GB52004",623,255,1423,245,318,835,1035,1149,1225,745,1124,1514,-1.15111097176336,6.83999578731264,-4.53375198132874,0.000499586401070609,0.419028093897973,-0.735298621463029
"12","GB52185",1097,581,1008,330,344,795,1530,2474,2698,819,923,1144,-1.15499999857923,7.19276652758366,-4.56271862370051,0.000473133098329839,0.419028093897973,-0.799862399180324
"13","GB44225",396,288,564,182,174,399,420,883,1309,299,648,719,-0.982870091929668,6.09497111140945,-4.39120800189839,0.000653845662928268,0.477055353155531,-0.737550821003633
"14","GB47804",278,252,728,119,181,482,774,874,1042,460,379,555,-1.11704630621938,6.04464308875521,-4.38342606987043,0.000663564326296814,0.477055353155531,-0.746029456015401
"15","GB53887",18473,9460,39518,9838,7537,27779,58992,52690,37698,22546,42687,27082,-1.2511808291695,11.8781773156698,-4.3371857244319,0.00072446205098769,0.48611403621274,-2.30141103705687
"16","GB44882",890,611,1921,342,285,1291,1634,2910,4241,773,1318,2353,-1.4062363494158,7.49547241779783,-4.29414958461559,0.00078630819821068,0.494637000936906,-1.17510242477916
"17","GB43581",1489,906,1296,429,452,1392,1975,3711,5924,1042,1809,1355,-1.25293978094472,7.74877265752282,-4.18284930518203,0.000972695515283029,0.575892962430805,-1.35837167971801
"18","GB40076",292,156,382,123,169,237,161,118,155,146,166,101,0.681013368510798,4.72746270377266,4.12850754367751,0.00107961939506067,0.603687178404759,-1.0440513446372
