"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40478",52,28,28,60,114,53,19,38,15,27,27,21,1.00081159314116,2.42109881211762,2.80980851132594,0.0142465878665796,0.99988037825664,-4.35842849564087
"2","GB40527",3,6,4,11,6,4,20,9,4,14,6,5,-0.847915891277352,0.128596675386594,-2.68482166060383,0.0181591410560277,0.99988037825664,-4.49517595540737
"3","GB40566",200,113,103,115,222,75,272,257,76,246,168,141,-0.639827526612638,4.54801682155058,-2.81795755676088,0.014022325923015,0.99988037825664,-4.1216592334796
"4","GB41616",48,65,103,91,64,31,364,116,61,111,88,37,-0.91839402766423,3.61025721243321,-2.62539713521979,0.0203689233217114,0.99988037825664,-4.2771123005918
"5","GB41785",4,6,12,6,8,2,41,20,5,14,3,7,-1.16791701010209,0.338879838915057,-2.61749395690129,0.0206817877050846,0.99988037825664,-4.49263286420405
"6","GB42178",893,625,669,700,446,582,1112,1234,508,1033,1123,562,-0.66464450105967,6.85504000783535,-2.70013789431548,0.0176284783337877,0.99988037825664,-4.20492976453695
"7","GB42424",373,201,333,360,210,355,977,501,318,256,426,413,-0.777149610624966,5.79948389846133,-2.7474371401764,0.0160833153187079,0.99988037825664,-4.1065048081692
"8","GB42660",99,49,50,42,70,27,222,72,46,104,39,53,-0.73788793161248,3.26684066291832,-2.68237755770107,0.0182452477078881,0.99988037825664,-4.2994916614031
"9","GB42769",365,261,349,384,487,184,1873,525,255,488,335,309,-0.727875659919397,5.93481679339946,-3.08552763988829,0.00831056024727635,0.99988037825664,-4.01698816561228
"10","GB42900",1218,627,549,743,514,297,1655,1205,938,990,432,651,-0.778903292780472,6.82878565586769,-2.76902171047903,0.015422899939918,0.99988037825664,-4.18570873289846
"11","GB43005",3449,2482,1341,1030,1845,1140,4170,2396,2351,2889,5155,2426,-1.093388337916,8.46977156556438,-2.8585728656314,0.0129552174187006,0.99988037825664,-4.30142718089585
"12","GB43353",175,150,219,261,377,182,606,408,127,298,221,214,-0.532330092308574,5.24321058118488,-2.65777771103315,0.0191343117115262,0.99988037825664,-4.12227851631114
"13","GB43512",144,105,78,41,77,48,361,110,138,110,108,81,-0.982546211507591,3.95147147860952,-2.75387683175541,0.0158834433262704,0.99988037825664,-4.21335238592774
"14","GB43563",89,53,35,86,39,54,27,42,20,33,21,36,0.84006696535476,2.64919677316908,2.70485540819012,0.0174680932768596,0.99988037825664,-4.35399468142633
"15","GB43941",289,221,202,223,192,196,470,270,154,316,211,188,-0.381932301117696,5.17815363329707,-2.60442409376644,0.0212094265565348,0.99988037825664,-4.13930724998332
"16","GB43960",42,17,14,40,32,20,26,22,7,13,10,11,0.73155694216017,1.54934272768248,2.66250558788562,0.01896023588431,0.99988037825664,-4.43332649155786
"17","GB44090",87,75,79,149,69,111,249,221,66,166,123,94,-0.796501703430652,4.12699397845849,-3.67500789109664,0.0026178082843917,0.99988037825664,-3.97835666398604
"18","GB45318",378,286,308,388,464,260,780,516,233,436,307,242,-0.34394640649394,5.80038742103265,-2.60764613680225,0.0210781529998994,0.99988037825664,-4.14675895464087
"19","GB45910",288,217,187,272,259,401,511,323,367,346,254,375,-0.648486919272941,5.56366478362007,-2.60127569127893,0.0213384639654845,0.99988037825664,-4.14113802665261
"20","GB46117",6,3,6,16,5,6,29,17,8,8,10,6,-0.978636442455248,0.447530470012644,-2.60703510958932,0.0211029870946008,0.99988037825664,-4.48932020910576
"21","GB46226",1577,1012,1287,1669,2065,1054,2918,2673,903,1905,1609,1450,-0.546613908022152,7.92842955648177,-2.9469975704365,0.0109005222306655,0.99988037825664,-4.24833174874446
"22","GB47041",305,217,148,250,267,128,359,555,180,396,242,283,-0.787617837250403,5.3128109706181,-3.73313428694718,0.0023373760117554,0.99988037825664,-3.81582752321988
"23","GB47086",45,39,35,29,27,21,123,66,30,53,29,26,-0.781107275254319,2.58468870469932,-3.13079411611749,0.00760458294979031,0.99988037825664,-4.29577377623118
"24","GB47536",63,35,45,77,120,26,0,11,19,3,18,5,3.48284838338437,1.46055180497782,4.20244573440399,0.000944585021404819,0.99988037825664,-4.34554407309815
"25","GB47579",180,120,150,162,317,104,29,214,108,43,59,35,1.37061111392265,3.96328544128734,2.77967132217902,0.0151068976663517,0.99988037825664,-4.20816697389691
"26","GB48121",31,21,4,18,14,15,6,10,3,7,6,3,1.24021022720274,0.54901288212668,2.75356455808019,0.0158930793077251,0.99988037825664,-4.47682874774175
"27","GB48808",14,5,9,15,13,17,3,4,5,4,5,9,1.17915341722534,0.282996630692661,2.65397720336837,0.0192753670850232,0.99988037825664,-4.49271983315041
"28","GB48935",170,107,109,89,87,53,350,220,94,133,97,76,-0.725824597915377,4.16807672013161,-2.75369228287637,0.0158891373513162,0.99988037825664,-4.18250649799054
"29","GB49021",1073,555,812,580,899,376,2309,1284,637,1011,771,565,-0.705276536141002,6.96789100011689,-3.10480040076968,0.00800234975762543,0.99988037825664,-4.12156474099854
"30","GB49638",49,34,45,73,51,50,115,66,33,89,46,39,-0.450254965651995,3.06401608430834,-2.75193865642481,0.0159433428843262,0.99988037825664,-4.30607193871961
"31","GB49802",36,16,21,45,85,16,100,43,35,65,52,30,-0.838999212176441,2.60257748388585,-2.67868017468254,0.0183762631345024,0.99988037825664,-4.3595207996189
"32","GB50047",81,75,71,29,33,35,208,116,68,81,65,41,-0.996712284251991,3.32892107614846,-2.92343973486484,0.0114142351794239,0.99988037825664,-4.24995490388485
"33","GB50689",32,32,40,21,38,15,87,43,33,61,20,25,-0.70424336964152,2.3869021517284,-2.71712509113817,0.0170575782272076,0.99988037825664,-4.37004028465517
"34","GB51467",973,712,587,1863,810,1192,6590,1756,742,951,1341,1522,-0.927087625852616,7.57362928017581,-2.66600990123902,0.0188322041806186,0.99988037825664,-4.27621713143027
"35","GB51582",12,16,1,13,12,12,1,1,0,3,7,1,2.12758563389136,-0.628066446054616,3.00491285138359,0.00973263909320084,0.99988037825664,-4.49054921811167
"36","GB51602",15,9,13,14,18,18,8,16,4,5,7,4,0.931607399326495,0.645848763838866,2.79358628402812,0.0147035338426752,0.99988037825664,-4.46867412488217
"37","GB51823",45,34,31,53,67,39,41,27,20,30,18,25,0.597957167928951,2.39337387355889,3.05644389572045,0.00879812289433334,0.99988037825664,-4.32592186476703
