"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB50447",495,617,817,493,755,498,231,174,325,83,202,413,1.1402191677392,5.5117731465885,6.14427885274879,2.56733228300893e-05,0.177936081189833,2.54210229208862
"2","GB50892",285,381,586,343,766,330,177,164,196,60,128,197,1.20432412114944,4.97447670258959,5.95063672980488,3.57516739380817e-05,0.177936081189833,2.25481077102863
"3","GB40227",47,22,157,41,47,56,4,6,16,1,12,10,2.53474199013874,1.25414306469194,5.2442919779314,0.000125003192064811,0.256296828516891,-0.00319154728325888
"4","GB40639",385,813,712,435,522,527,159,80,168,54,98,447,1.68377704509745,5.10024338309006,5.22811511441763,0.000128740621115577,0.256296828516891,1.17833626993129
"5","GB40980",274,354,530,357,903,319,134,151,249,84,221,225,0.968370674915461,5.07639623658684,5.4896865282396,8.02975268826394e-05,0.256296828516891,1.60486087360581
"6","GB41033",252,277,645,188,350,164,61,18,152,22,22,169,2.08329818360448,3.91547533361319,4.61535257606889,0.000402766025275733,0.258056647607952,0.113106921948694
"7","GB41065",1105,1429,2662,1173,3310,1027,400,192,876,224,562,1413,1.41765851325986,6.80615448174282,4.43053808317961,0.000573154055578028,0.258056647607952,-0.0913162826492329
"8","GB41127",3378,4526,5742,2807,6688,2177,1166,903,1895,426,844,3164,1.44770308311219,8.08120562753357,4.70239436151082,0.000341563786869657,0.258056647607952,0.279748930146186
"9","GB42482",2233,2741,3319,2333,4419,2278,821,1072,1622,463,1270,2729,0.95995725744514,7.83976217626292,4.49136529348176,0.000510109703196914,0.258056647607952,-0.0342142511802974
"10","GB45000",329,549,671,396,523,361,106,80,183,52,139,479,1.38225581371315,4.97793968496779,4.74593118084057,0.000314639390093817,0.258056647607952,0.434530315392228
"11","GB45499",1554,3648,3429,1506,3395,1303,635,428,965,258,376,1987,1.56140489151757,7.22490018743898,4.39833778979188,0.000609720464367837,0.258056647607952,-0.157096929570061
"12","GB47077",14,33,59,17,40,16,4,3,13,2,3,10,2.0068329965503,0.581167837701187,5.00167758541946,0.000195151314526039,0.258056647607952,-0.487304688346033
"13","GB47974",1072,1672,2012,1599,1396,1585,345,213,746,155,638,1570,1.4518557277911,6.73248652582324,4.38682361991962,0.000623370920756126,0.258056647607952,-0.160679233958153
"14","GB49016",76,83,154,28,127,50,13,7,16,9,11,69,1.95934823316586,2.1152036629289,4.42854583420567,0.000575349583618649,0.258056647607952,-0.538412989333649
"15","GB49017",365,397,607,207,389,225,65,41,78,22,60,344,1.90755298950157,4.28705839159992,4.93733472025553,0.000219901686735279,0.258056647607952,0.656107024938736
"16","GB50469",39,34,71,30,154,39,4,4,19,3,12,39,2.04202269009334,1.48718606967334,4.56196993957133,0.000445800290632338,0.258056647607952,-0.602747462030532
"17","GB50700",2013,2654,2686,1225,3051,1263,620,261,963,188,314,1784,1.68297541386283,7.01195512470645,4.380911110949,0.000630502093972069,0.258056647607952,-0.178475691793799
"18","GB51368",515,725,1401,638,747,729,226,137,432,58,203,638,1.41421670213327,5.6891240150545,4.50226060739847,0.000499593830094554,0.258056647607952,0.0459994583718437
"19","GB51494",416,725,1235,568,895,465,247,105,378,134,198,494,1.21618136343236,5.63122800552187,4.59541161616108,0.000418316704676827,0.258056647607952,0.202798349348942
"20","GB51647",120,151,304,129,285,199,90,47,113,14,84,124,1.10620447159294,3.81030877850081,4.36659129987633,0.000648122984749728,0.258056647607952,-0.244596944250866
"21","GB52469",195,221,269,152,577,260,68,58,131,42,96,251,1.10158947271887,4.2749350611367,4.38616862835967,0.000624156816561088,0.258056647607952,-0.17269552101637
"22","GB53404",22,22,25,14,97,16,1,1,4,1,4,18,2.67776642847741,0.238154911040777,5.00022673974314,0.00019567632081772,0.258056647607952,-0.583000610705063
"23","GB53611",506,679,828,471,1008,618,247,239,487,178,446,626,0.635938619852809,5.91371404981771,4.39191992529351,0.000617290727779528,0.258056647607952,-0.130118928554196
"24","GB54315",511,669,713,421,958,339,157,117,290,52,154,488,1.37434851671082,5.29662210135349,4.63210782458748,0.000390161222840683,0.258056647607952,0.257983661929969
"25","GB54410",2318,5031,6205,3046,3813,2654,1371,676,2406,396,1050,2303,1.35873020583991,8.01673568835952,4.58003927141976,0.000430726528328913,0.258056647607952,0.0948276338680474
"26","GB51015",1108,1825,2230,1303,1602,1277,598,469,1131,202,468,1177,1.08239455454459,6.89602057989031,4.27903711297988,0.00076744070231464,0.293811721186151,-0.341309815695253
