"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40159",242,131,224,215,312,292,250,314,157,262,351,338,-0.616930141949533,4.98767245390215,-3.86454017185459,0.00176798615149799,0.781343712602615,-3.74335505506489
"2","GB40885",581,235,658,534,1041,821,805,735,601,670,1066,911,-0.810208794961113,6.43927527020176,-3.23529170371656,0.00609914318059876,0.781343712602615,-3.98401034902878
"3","GB41341",210,187,282,334,189,304,92,171,50,159,168,181,0.559410136573975,4.48583975531669,3.54632879772539,0.00330136176373615,0.781343712602615,-3.88828105561075
"4","GB41643",225,404,354,320,99,454,565,754,646,318,340,941,-1.39587902803713,5.64734489853638,-3.39510557817987,0.00444854425156399,0.781343712602615,-3.89082151075809
"5","GB42208",13,9,14,11,23,31,24,22,24,28,23,51,-1.14224105067546,1.42494250154172,-3.66503147907174,0.0026137125183785,0.781343712602615,-4.3141989043406
"6","GB42592",33,13,8,13,31,16,31,27,34,24,37,44,-1.30662763094952,1.60493818643495,-3.45041194829043,0.00398858028973827,0.781343712602615,-4.31782780858931
"7","GB42956",6,6,11,10,9,15,17,10,8,17,20,19,-0.989471088773753,0.607334521607798,-3.89302527552041,0.00167235034648648,0.781343712602615,-4.37088246818434
"8","GB42979",57,81,98,104,100,102,44,48,30,41,52,63,0.593869897323981,3.02719544107038,3.50916895002521,0.00355218592688151,0.781343712602615,-4.12797678703594
"9","GB43258",439,203,447,428,520,667,448,463,327,545,659,657,-0.619568689485051,5.88583010035153,-3.64231010051611,0.00273308659204769,0.781343712602615,-3.82533463556784
"10","GB43736",189,158,276,382,204,357,104,179,70,136,202,168,0.491592057336171,4.54969356482125,3.72445649909271,0.00232586229426485,0.781343712602615,-3.83139600693022
"11","GB43820",818,455,1009,908,1718,1472,1422,1033,1320,1095,1546,1749,-0.860903798606429,7.19108557808196,-3.23784403261255,0.00606847993187229,0.781343712602615,-4.04515946931876
"12","GB43829",201,110,258,215,332,372,302,265,216,241,393,359,-0.686806901392581,5.04931426037356,-3.50090949515802,0.00361049704220261,0.781343712602615,-3.84177368827428
"13","GB43927",5,13,22,19,20,20,25,12,22,39,53,38,-1.23853942218791,1.43455653729364,-3.3292947345399,0.00506579162144832,0.781343712602615,-4.34633434516404
