"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB42539",25,32,25,47,25,32,11,11,7,14,5,9,1.95711226130179,1.12825441618159,7.42380946013013,3.51999555006252e-06,0.0350380357053224,-0.723452995339746
"2","GB40094",117,90,93,223,118,84,64,115,31,101,110,73,0.79745077242959,3.5748340950498,3.83160996755195,0.00187735905223457,0.403242550794432,-1.59745635686579
"3","GB40377",33,33,41,55,28,34,25,20,14,13,7,19,1.54497589711604,1.62216815890439,4.68160578003746,0.000366705142235247,0.403242550794432,-1.65493510698423
"4","GB40566",160,336,308,192,251,278,75,139,64,244,190,202,1.05843175423513,4.55044849577923,3.67726953096852,0.00254159372643621,0.403242550794432,-1.61909051260493
"5","GB42470",41,30,17,73,55,71,25,33,11,33,33,24,1.02894629751342,2.08215126219021,4.07309594257975,0.00117246783548256,0.403242550794432,-1.89070847917084
"6","GB42703",37,29,143,115,16,19,4,7,12,18,6,8,2.54940266309865,1.29698107141349,3.77038367913581,0.0021167260312544,0.403242550794432,-2.55196032407148
"7","GB42794",9948,13034,16145,17634,13329,13277,6786,15865,2653,12958,14008,9725,0.876026199760332,10.4634209514569,3.59585761452405,0.00298343869427123,0.403242550794432,-2.15624882254993
"8","GB42823",53,40,81,91,81,81,43,50,25,54,55,54,0.833679849905141,2.84461643547373,4.06032661651489,0.00120188253422636,0.403242550794432,-1.58573926959
"9","GB42848",1308,1356,1148,1758,1226,1582,1234,1722,515,1549,1272,1197,0.469975614899489,7.34565530261897,3.77703923642765,0.0020892694692653,0.403242550794432,-1.6168236989791
"10","GB43215",197,199,146,297,186,196,157,272,77,202,182,174,0.481908282913118,4.54273031120324,3.67464692923104,0.00255473876694951,0.403242550794432,-1.61209743235578
"11","GB43455",680,476,684,918,691,751,503,622,330,613,515,496,0.668244698121604,6.2330462289021,4.33571878809124,0.000706654541183701,0.403242550794432,-0.765987604550395
"12","GB43952",338,334,323,373,284,361,260,383,143,341,328,326,0.467458590651798,5.30074902531814,3.68696892784176,0.00249357059182324,0.403242550794432,-1.56483250223674
"13","GB44167",236,335,208,198,165,294,116,116,128,194,98,175,1.08597910482706,4.49903405441335,4.01472043946713,0.00131323905454107,0.403242550794432,-1.16708385017069
"14","GB44367",7,0,9,37,14,36,70,136,60,89,58,172,-2.87031121333299,1.89625651930065,-4.23587574821758,0.000855994975704366,0.403242550794432,-2.05846962828506
"15","GB44387",18,9,5,11,13,16,31,44,6,79,28,35,-1.23505353693501,1.25637169464965,-3.60418006959608,0.0029349131522936,0.403242550794432,-2.65160389243427
"16","GB44672",216,129,161,248,127,199,120,202,47,152,116,143,0.754683035122018,4.20968624306747,4.77019487722214,0.000310677908287953,0.403242550794432,-0.270346844731014
"17","GB45210",179,140,177,182,145,194,146,151,71,141,168,120,0.633114208546447,4.23616512866341,3.87925059420802,0.00171027893050399,0.403242550794432,-1.37704911187391
"18","GB45392",40,30,30,48,40,47,70,80,34,118,82,61,-0.618314897559342,2.73961224051115,-3.89117569015196,0.00167087765536427,0.403242550794432,-1.81051434703313
"19","GB45947",359,374,311,454,288,334,257,407,140,285,362,289,0.573215870848469,5.3121775470011,3.80859568755014,0.00196392904430229,0.403242550794432,-1.39594243009297
"20","GB46222",237,134,115,201,378,121,66,93,21,158,179,77,1.29255858339765,3.95393077896532,3.73895868938957,0.0022513977338709,0.403242550794432,-1.63989633871729
"21","GB46227",5170,9523,6673,13220,7218,6896,3763,9609,2257,7177,5342,4100,0.915129866155707,9.61231738925235,4.06334225957317,0.00119486850439499,0.403242550794432,-1.54800065036049
"22","GB46281",10,12,22,16,25,17,4,3,3,8,10,12,1.6209359375061,0.389185965455435,4.15258774287208,0.001005191489902,0.403242550794432,-2.60301297335169
"23","GB46760",288,318,252,461,253,287,264,329,119,295,299,219,0.55281615856801,5.11521864046434,3.84040384635629,0.00184531375396162,0.403242550794432,-1.35138738919231
"24","GB47055",93,48,45,190,46,136,223,239,102,221,179,203,-0.947455070839663,3.96528142115081,-3.86281794763341,0.00176612864505906,0.403242550794432,-1.49533360042035
"25","GB47337",684,439,537,739,462,582,538,540,203,498,611,405,0.579461140883637,5.99395525629636,3.54290993162055,0.0033117216869721,0.403242550794432,-1.79839799718183
"26","GB47415",616,516,606,810,750,928,524,840,269,720,682,723,0.457103878766596,6.35136206595729,3.60593712222609,0.00292477075093144,0.403242550794432,-1.73956750960701
"27","GB47568",16,10,9,16,15,20,21,43,22,62,24,35,-0.927770399751042,1.45999293200437,-3.68014428860528,0.00252726350285788,0.403242550794432,-2.5062897170588
"28","GB48098",7,0,0,2,5,13,19,12,7,37,14,25,-2.46988465365589,-0.214471421493093,-3.81737889319959,0.00193042136363156,0.403242550794432,-2.90800415383242
"29","GB48256",987,586,853,1108,795,1000,662,792,286,809,1006,775,0.596284501272642,6.61539634178663,3.87973122575002,0.00170867274263498,0.403242550794432,-1.40363238256101
"30","GB48940",311,160,214,320,267,413,444,547,196,903,515,505,-0.581717937375659,5.5119515732819,-3.59139731521625,0.00300977811094775,0.403242550794432,-1.71083264234148
"31","GB48975",47,74,56,66,63,73,27,63,22,58,53,40,0.810377995080117,2.70452107189662,4.10658523617631,0.00109877125153584,0.403242550794432,-1.5939064555717
"32","GB49376",435,354,324,654,455,522,358,326,177,625,400,258,0.649512920597586,5.61982575225239,3.96114339006032,0.00145761861137609,0.403242550794432,-1.19796468889936
"33","GB49764",121,138,128,206,131,176,83,149,55,209,136,107,0.591513077398075,4.04819415908404,4.13011060527147,0.00104985028715448,0.403242550794432,-1.09184587440547
"34","GB50204",113,50,56,142,74,219,178,288,84,628,204,303,-1.0519490783576,4.25959997275234,-3.68099126179935,0.00252305709905469,0.403242550794432,-1.67997486026236
"35","GB50259",50,39,27,65,52,80,86,112,43,149,77,116,-0.630477898078512,3.10545279829555,-3.55098481623742,0.00325939349065899,0.403242550794432,-2.07320192083577
"36","GB51423",18,24,13,30,14,26,20,12,7,12,9,15,1.01415885222232,1.01981661680947,3.62805539727567,0.00280008463881394,0.403242550794432,-2.69482255777758
"37","GB51993",350,316,367,465,296,352,335,379,129,291,310,292,0.590546546636621,5.31981638555778,3.81871833351684,0.00192536274539567,0.403242550794432,-1.38221470016079
"38","GB52010",147,69,71,153,70,183,216,215,75,334,261,238,-0.708586286855603,4.23792034244533,-3.56862746077422,0.0031479469368284,0.403242550794432,-1.81511928796059
"39","GB52084",19,12,17,36,22,34,55,46,24,77,54,52,-0.87937179671232,2.07861778381719,-4.12010311617728,0.00107038245659531,0.403242550794432,-1.87099617161799
"40","GB52526",107,70,34,110,116,181,176,250,92,428,241,231,-0.972091617812146,4.16812383191207,-4.07368612475255,0.00117112625835474,0.403242550794432,-1.18431605567029
"41","GB52997",95,63,224,157,94,298,321,309,164,508,321,480,-1.06391334676593,4.75326163538372,-3.56943355296577,0.00314294783798919,0.403242550794432,-1.77448092413543
"42","GB53114",65374,101735,71249,118580,88238,104513,51696,87322,27895,67285,88408,64207,0.800565738038566,13.1981028652967,3.96954302397467,0.00143395487243745,0.403242550794432,-2.13718174430323
"43","GB53358",2188,2185,1736,2763,1731,2206,1829,2306,872,1903,2057,1440,0.567493535184863,7.9006756533894,3.65854196103913,0.00263698353028977,0.403242550794432,-1.81434145532835
"44","GB53362",62,55,26,86,69,102,129,162,43,266,112,152,-0.820455231888255,3.50312392852204,-3.59941060716063,0.00296262393680041,0.403242550794432,-1.91832779591597
"45","GB53548",102,28,82,75,69,135,21,51,15,34,36,59,1.40287083874554,2.66384555429188,4.29560996841677,0.000763139876088732,0.403242550794432,-1.44281408778324
"46","GB55207",8658,4544,9009,5517,16506,7931,1398,507,749,5860,6777,4078,2.1738351791791,9.03105625214047,3.66447814921818,0.00260636118671078,0.403242550794432,-1.9287790019048
"47","GB55292",8,3,2,10,6,19,20,32,7,72,15,32,-1.59423450435751,0.702168328634044,-3.68479713036861,0.00250424300114798,0.403242550794432,-2.81606269287262
"48","GB55365",177,186,227,262,181,236,166,226,79,159,171,209,0.613469166846095,4.55198908071722,3.82789970444796,0.00189104864239502,0.403242550794432,-1.40203544452616
"49","GB55521",43,32,26,72,33,65,79,115,34,139,87,76,-0.704067288953074,2.91386340535242,-4.03552288841955,0.00126119372096941,0.403242550794432,-1.5955296571381
"50","GB55586",16,25,33,37,10,31,50,67,21,97,53,102,-1.11101387848546,2.24656041847242,-3.77830975992426,0.00208406935243546,0.403242550794432,-2.12581020250991
