"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40167",1,3,9,9,4,11,14,16,9,10,13,32,-1.7235236168704,0.190780489334279,-4.48930044719513,0.000521967855089868,0.725227669313984,-4.37221962241354
"2","GB40231",15,16,10,16,12,22,18,21,24,25,32,31,-0.998572979587533,1.32344528332324,-3.51507081180062,0.00347864925859232,0.725227669313984,-4.33826908691855
"3","GB41015",14,6,19,30,58,38,25,33,20,38,79,84,-1.13989014775699,1.94801317485222,-3.2079578825257,0.00638981908995901,0.725227669313984,-4.31194621791604
"4","GB41699",3,3,8,9,12,14,8,23,9,8,26,29,-1.3127889882284,0.452314502850347,-3.71139911950738,0.00236113774351993,0.725227669313984,-4.39549095074886
"5","GB41740",197,124,306,277,372,404,327,281,193,277,429,703,-0.659321146264529,5.246709872254,-3.40057739553068,0.00436321147005906,0.725227669313984,-3.86258051988603
"6","GB42233",65,41,69,37,58,212,135,112,146,110,144,147,-1.22283631381723,3.58365195989937,-3.25240895506307,0.00585133837268641,0.725227669313984,-4.09957537545373
"7","GB42334",121,47,132,89,182,234,131,159,147,166,207,333,-0.865078028468098,4.23501265797305,-3.23902057101817,0.00600857743535694,0.725227669313984,-3.99579627662418
"8","GB42501",185,122,182,238,269,253,201,231,144,190,282,423,-0.486747477342563,4.78797736854291,-3.546430125869,0.00326953899731686,0.725227669313984,-3.83973473377854
"9","GB42866",20,13,30,30,30,81,44,55,35,26,81,109,-1.12366021124953,2.32604523815531,-3.51570603462099,0.00347428249803159,0.725227669313984,-4.22933974347198
"10","GB42868",20,6,14,11,16,25,29,24,20,27,37,26,-1.1391758395823,1.34476574924153,-3.50529807376517,0.00354653197350238,0.725227669313984,-4.33855643539154
"11","GB43245",297,138,245,283,325,705,545,440,398,448,728,504,-1.07968337649629,5.61862071446123,-3.66743890540702,0.00257478141950979,0.725227669313984,-3.79804307660544
"12","GB43338",244,212,423,387,360,342,332,401,242,368,457,589,-0.568031789093295,5.48381095514435,-5.10453632756319,0.000165463861891989,0.725227669313984,-3.44999544480446
"13","GB43911",53,30,55,59,102,110,82,79,59,84,121,129,-0.774549953681818,3.26109790598978,-3.39031021536326,0.00445282190214955,0.725227669313984,-4.11388306407526
"14","GB44174",219,101,171,260,248,492,231,273,191,320,512,488,-0.787230224518842,5.08073332591511,-3.20740645490917,0.00639680041909914,0.725227669313984,-3.92640075947263
"15","GB44186",447,218,439,370,714,769,643,505,472,694,969,918,-0.885535754182174,6.14552327232525,-3.58107278184658,0.00305323431984356,0.725227669313984,-3.85270872636592
"16","GB45051",444,211,373,448,612,599,501,522,311,528,664,853,-0.648480876087648,5.93250908418327,-3.57848331486158,0.0030688910429889,0.725227669313984,-3.8352031794607
"17","GB45055",179,56,102,105,129,260,170,128,175,177,262,357,-0.961454726679214,4.3335504325413,-3.2154354741778,0.00629589573939074,0.725227669313984,-3.99124840001114
"18","GB45070",11,4,10,16,11,32,29,15,22,17,30,37,-1.20317969706399,1.14012423906249,-3.32877256191692,0.00502995726191328,0.725227669313984,-4.37277300224475
"19","GB46091",58,38,53,60,88,199,95,94,101,101,134,191,-0.96154732657014,3.5346807583595,-3.26923460918954,0.00565954402792007,0.725227669313984,-4.09787166303113
"20","GB46150",3,5,4,10,15,5,14,9,34,15,18,19,-1.56485889217681,0.441164404426112,-3.39192768247601,0.00443858327665607,0.725227669313984,-4.41911886585606
"21","GB46271",178,110,221,269,303,291,278,230,145,220,314,444,-0.528966058667172,4.91552879292285,-3.21247807490706,0.00633287691455264,0.725227669313984,-3.92879941829879
"22","GB46310",262,190,210,237,298,184,26,54,88,110,128,225,1.07072220341415,4.16086643448886,3.34634630293936,0.00485788820191587,0.725227669313984,-4.00084069562173
"23","GB46721",10,4,8,10,17,26,12,23,12,18,27,29,-1.0781432866309,0.916901218203889,-3.44271386035443,0.00401402165971401,0.725227669313984,-4.37934183123379
"24","GB48232",13,5,6,19,19,43,26,50,19,29,44,36,-1.4581043426564,1.4613394222372,-3.78749710995163,0.00203285115855364,0.725227669313984,-4.30465905094154
"25","GB48960",89,64,56,83,55,105,127,98,64,72,153,136,-0.786467598425756,3.48038883580194,-3.20460770288939,0.00643235130189721,0.725227669313984,-4.11704160741323
"26","GB49390",163,154,260,236,233,246,288,319,170,197,289,434,-0.646351883799239,4.93400564754487,-4.4860046442247,0.000525253323227037,0.725227669313984,-3.59279838123838
"27","GB49567",395,185,589,539,993,1039,794,690,514,1006,1450,1560,-1.10059758949205,6.49710038934619,-3.75484526117937,0.00216762940372165,0.725227669313984,-3.84141122038622
"28","GB49738",7,4,7,7,8,16,23,18,17,17,19,13,-1.35061839258273,0.622765235003724,-3.50710013606431,0.00353391502493461,0.725227669313984,-4.39820228664443
"29","GB49786",593,745,924,776,899,586,309,376,359,322,460,590,0.628919313579506,6.10929115117227,3.23579715649499,0.00604706029556819,0.725227669313984,-3.95390132908584
"30","GB49901",93,72,160,140,152,142,124,144,77,158,169,244,-0.528926628018874,4.08676643048041,-4.0290481127408,0.00126709822054478,0.725227669313984,-3.82285289620118
"31","GB50065",70,36,68,43,63,178,198,102,193,158,136,134,-1.38157340812619,3.67565592718699,-3.34303400866925,0.00488986258279115,0.725227669313984,-4.07114657357017
"32","GB50397",281,127,409,452,464,510,394,328,318,486,644,707,-0.725554236709429,5.65813922518425,-3.21699092470565,0.00627653189312815,0.725227669313984,-3.92526437632579
"33","GB50413",307,435,411,459,452,329,211,264,121,196,254,356,0.534403905385229,5.24312473333987,3.31560353027781,0.00516288737075066,0.725227669313984,-3.89912951572274
"34","GB50780",166,75,208,151,185,292,302,250,197,197,233,335,-0.83973275298024,4.69988195506227,-3.41658769458351,0.00422707459978723,0.725227669313984,-3.89065025082777
"35","GB51552",102,145,195,185,196,122,105,73,52,77,86,73,0.777420766233695,3.79157934879215,3.22120923369181,0.00622431643633312,0.725227669313984,-4.07042572299483
