"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47929",57,39,46,34,80,85,135,154,196,69,239,117,-1.13630252719024,3.48374099962463,-6.26841616341179,2.18964659314546e-05,0.217957421881699,-3.54116370366475
"2","GB40029",26,25,15,22,38,38,36,60,68,22,77,51,-0.642046991093377,2.20241644095743,-3.64071822212575,0.0027269124474771,0.744590181513733,-4.16470691135566
"3","GB40076",83,202,177,184,201,183,267,410,402,141,571,341,-0.763900875897247,4.89360217970168,-3.43323424659747,0.00410680463045007,0.744590181513733,-3.791941844974
"4","GB40148",2457,512,395,380,464,516,2838,2175,1706,1370,3674,1502,-1.56883036989322,7.15295816661223,-3.59412134667634,0.00298917543411908,0.744590181513733,-3.86799188356284
"5","GB40204",8,12,6,9,20,20,26,25,38,7,62,29,-0.975735246783741,1.18375596980448,-3.31416400087683,0.00519707581628015,0.744590181513733,-4.33255630775177
"6","GB40356",27,52,28,41,49,46,75,66,91,45,124,118,-0.806828877977307,2.86881733675927,-3.76978358231752,0.00211566336865987,0.744590181513733,-4.0346849549969
"7","GB40566",160,336,308,251,278,190,75,192,139,64,244,202,1.06426308589233,4.55044849577923,3.70821028014744,0.00238772579185367,0.744590181513733,-3.72556796785507
"8","GB41289",128,472,180,168,271,199,360,628,514,245,800,830,-1.03417797038369,5.41449700955771,-3.4364105297911,0.00408110330456852,0.744590181513733,-3.78968684494047
"9","GB41297",230,285,395,246,156,332,570,516,516,479,826,874,-1.01440680877285,5.68199273459673,-3.34830069966867,0.00485776163916918,0.744590181513733,-3.82341958199222
"10","GB42229",3,4,4,8,4,4,11,14,24,6,23,11,-1.33094853440385,0.0614326824332102,-4.36441092931498,0.000667338596090364,0.744590181513733,-4.34954104311223
"11","GB43282",164,176,147,198,179,233,320,278,345,260,519,470,-0.730062788199388,5.01736756159462,-3.85521102708591,0.00178943879675303,0.744590181513733,-3.65394993320232
"12","GB43309",24,20,14,28,29,41,42,49,48,23,108,62,-0.757936893984303,2.1857692670724,-3.35657722762821,0.00477889379459084,0.744590181513733,-4.21140565078299
