"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40534",182,91,155,149,296,145,71,74,96,135,167,145,0.601759076880348,4.07861318640801,3.74581458579233,0.00219920207144936,0.62864757520346,-2.595752900738
"2","GB40907",370,132,271,245,702,499,119,118,147,243,289,194,0.955236668811634,4.92659144265899,5.08613210115895,0.000170039897619639,0.62864757520346,-1.46099789312448
"3","GB40967",4662,1610,1823,1153,6447,1425,787,593,643,911,809,703,1.71549586316403,7.37329289205897,4.98817361011641,0.000203626376211006,0.62864757520346,-1.91340280082478
"4","GB41240",539,272,558,628,1856,633,385,172,237,614,490,470,0.852713851206435,5.9277023521764,3.49756739592635,0.00359108140053048,0.62864757520346,-2.66364303974651
"5","GB41471",749,468,543,810,2105,825,450,346,451,741,698,746,0.623076955441442,6.40704098530086,3.51495496089689,0.00346957697640133,0.62864757520346,-2.71013175069751
"6","GB41735",549,248,377,479,1065,600,197,171,284,365,547,552,0.719784559762428,5.67669131836999,3.9039067209467,0.00161200082270548,0.62864757520346,-2.29712885668341
"7","GB41785",13,6,8,20,57,20,2,4,4,7,8,20,1.47453593687806,0.37540822999418,3.44511190881403,0.00398422142757017,0.62864757520346,-3.90740810642877
"8","GB41989",73,44,58,121,246,125,27,36,73,43,59,104,0.989425709067642,3.16594820806209,3.5534383902,0.0032151774297952,0.62864757520346,-3.05159953132782
"9","GB42150",722,719,1389,1161,2431,1499,354,609,684,814,912,1377,0.808919987201374,6.90557293282895,3.45557650326707,0.00390247761269408,0.62864757520346,-2.83428583410103
"10","GB42202",55,102,61,35,144,58,137,163,123,169,155,216,-1.17963178917551,3.73735136710148,-3.66803307313198,0.00256369039671078,0.62864757520346,-2.79289535945686
"11","GB42300",190,150,157,137,477,186,59,77,107,99,166,158,0.942641299660393,4.1902882974252,3.90172681317948,0.00161890202247743,0.62864757520346,-2.46700701197247
"12","GB42434",34034,10881,18407,11854,53868,30329,4143,5391,12097,10965,10764,20955,1.3543452263019,10.8586765306253,4.01861579222746,0.00128810211616196,0.62864757520346,-3.05771151092994
"13","GB42764",201,124,162,198,632,400,45,100,157,131,211,220,0.972280495457013,4.49470519202714,3.48557506421931,0.00367737211147836,0.62864757520346,-2.71927393793046
"14","GB44505",94,172,98,72,273,127,282,172,229,346,349,325,-1.11651888733275,4.57662677641794,-4.00062498359306,0.00133413567869132,0.62864757520346,-2.30285994223281
"15","GB44634",2397,2001,2725,2761,5269,3341,850,1880,1845,2121,2012,2426,0.811613723923692,8.18537095432928,3.78913889746695,0.00201943566059834,0.62864757520346,-2.78535414034339
"16","GB45884",327,513,422,297,935,438,1023,647,921,1153,1256,1066,-1.04844223376591,6.42037671223929,-3.77885331915927,0.00206071645232955,0.62864757520346,-2.51626110151669
"17","GB46038",27,19,16,25,82,44,60,43,62,69,76,57,-0.860081906819313,2.46357317683507,-3.55324411119736,0.00321641330746062,0.62864757520346,-3.29265075369328
"18","GB47536",39,7,54,75,165,89,7,3,26,13,0,49,3.02444795452411,1.35716706544811,3.45606639137022,0.00389869245617256,0.62864757520346,-3.73952252274755
"19","GB48060",56,67,92,202,140,105,11,44,38,48,49,116,1.30028148935147,3.05775402168896,3.51132771337485,0.00349457766660958,0.62864757520346,-3.12850971753409
