"","ID","C.1","C.2","C.3","T.1","T.2","T.3","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","gnl|Amel_4.5|GB43571-RA",84,59,103,7,0,2,42.8139332821309,4.84896470223574,1.03427891712622,4.68825635130296,2.7554271988067e-06,0.0324671986835393
"2","gnl|Amel_4.5|GB43509-RA",242,21,127,10,0,10,55.8512116220223,3.97131275437113,1.03105915160778,3.85168275571626,0.000117308934030868,0.69112558484286
"3","gnl|Amel_4.5|GB40005-RA",12,0,32,7,25,92,36.439790777643,-1.55728381556731,1.33670427810109,-1.16501745455589,0.244011927600479,0.999998493129806
"4","gnl|Amel_4.5|GB40006-RA",32,6,587,9,232,1141,461.996095370578,-0.900370167854199,2.14513805094439,-0.419725978688324,0.674685644726977,0.999998493129806
"5","gnl|Amel_4.5|GB40007-RA",2873,3213,1686,4532,3558,1347,3063.30384404091,-0.842594353816147,0.693016316734244,-1.21583624147087,0.224047310023993,0.999998493129806
"6","gnl|Amel_4.5|GB40008-RA",6497,904,1653,1577,332,3100,1900.7691788836,0.11462211435772,0.770935709697592,0.148679212696843,0.8818067647707,0.999998493129806
"7","gnl|Amel_4.5|GB40009-RA",79357,52056,28871,83571,31794,34211,47527.8311724045,-0.426835974554973,0.524081076573928,-0.814446454249646,0.415389235376574,0.999998493129806
"8","gnl|Amel_4.5|GB40010-RA",222947,157089,65879,233348,102559,78356,131536.480362411,-0.503837228737044,0.556572928963569,-0.905249253993132,0.3653333536783,0.999998493129806
"9","gnl|Amel_4.5|GB40012-RA",27,12,36,2,2,31,20.1483726276248,0.882163715232754,1.203321769094,0.733107085644226,0.463493118829057,0.999998493129806
"10","gnl|Amel_4.5|GB40013-RA",51,10,24,9,30,21,26.0328641546995,-0.411743106043833,0.959591829063549,-0.429081504836955,0.667863911421269,0.999998493129806
"11","gnl|Amel_4.5|GB40014-RA",445,42,92,100,45,153,116.074001554958,0.0535968532033779,0.745259955904739,0.0719169905463547,0.942667968560589,0.999998493129806
"12","gnl|Amel_4.5|GB40015-RA",115,7,11,13,7,42,23.4170593687385,-0.0884503319840442,0.998055437989087,-0.0886226642502511,0.929381795487363,0.999998493129806
"13","gnl|Amel_4.5|GB40016-RA",8,5,16,4,10,39,16.9391143918332,-1.09617937899611,1.17150579839627,-0.935701197976765,0.349427053652501,0.999998493129806
"14","gnl|Amel_4.5|GB40017-RA",1783,1327,618,1914,920,529,1105.30947425347,-0.436180952427759,0.601205492717601,-0.725510591155963,0.468138849768026,0.999998493129806
"15","gnl|Amel_4.5|GB40018-RA",1229,441,34,390,73,186,258.529898450027,0.476132374900327,0.77458760169994,0.614691448527433,0.538758508314045,0.999998493129806
"16","gnl|Amel_4.5|GB40019-RA",3677,2493,657,2465,699,889,1470.84172233454,0.12537982763174,0.560009635987017,0.223888696862793,0.822843911092414,0.999998493129806
"17","gnl|Amel_4.5|GB40020-RA",179,20,18,18,4,92,40.7516355772136,-0.176268676843143,1.01514115209783,-0.173639573648331,0.862148729147897,0.999998493129806
"18","gnl|Amel_4.5|GB40021-RA",241971,98817,58577,156111,77132,95360,108124.984898949,-0.471243736533401,0.489654578327847,-0.962400347899702,0.335848538987979,0.999998493129806
