"","ID","C.1","C.2","C.3","T.1","T.2","T.3","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","gnl|Amel_4.5|GB48079-RA",171,73,36,1029,152,238,272.428557742398,-3.03819823997929,0.651518431425566,-4.66325754335377,3.11242834883215e-06,0.0366861929476845
"2","gnl|Amel_4.5|GB51436-RA",2,2,6,224,33,20,48.5528140822155,-4.78007364381218,1.06350532048905,-4.49464008474735,6.96877148739363e-06,0.0410704547609544
"3","gnl|Amel_4.5|GB52186-RA",3,19,2,521,10,32,87.0626345721056,-4.77328342507291,1.15430236792092,-4.1352106326095,3.5462921548092e-05,0.139333818762453
"4","gnl|Amel_4.5|GB40137-RA",166,50,62,951,226,135,268.583263687828,-2.82334210715076,0.725409784829161,-3.89206510057716,9.93945643496426e-05,0.292890932497309
"5","gnl|Amel_4.5|GB49848-RA",7,8,4,124,14,19,28.4779844648584,-3.4433852775049,0.930324708647648,-3.70127251861377,0.000214520926692302,0.505711632584432
"6","gnl|Amel_4.5|GB42053-RA",640,192,540,4229,2283,861,1717.54356509922,-2.84637693655804,0.799189784773098,-3.56157822683653,0.000368632238622528,0.724178032773956
"7","gnl|Amel_4.5|GB40005-RA",12,7,32,0,25,92,36.439790777643,-1.37953543349311,1.34552286174908,-1.02527833061106,0.305231877376151,0.999904266727556
"8","gnl|Amel_4.5|GB40006-RA",32,9,587,6,232,1141,461.996095370578,-0.897000619051041,2.14530714608311,-0.418122235172143,0.675857748756188,0.999904266727556
"9","gnl|Amel_4.5|GB40007-RA",2873,4532,1686,3213,3558,1347,3063.30384404091,-0.64344976334015,0.709100461280669,-0.907416929581528,0.36418636013171,0.999904266727556
"10","gnl|Amel_4.5|GB40008-RA",6497,1577,1653,904,332,3100,1900.7691788836,0.313146763474524,0.762929270330352,0.410453204055115,0.68147352456783,0.999904266727556
"11","gnl|Amel_4.5|GB40009-RA",79357,83571,28871,52056,31794,34211,47527.8311724045,-0.0774817924321537,0.542570499280506,-0.142805022637429,0.886444170250486,0.999904266727556
"12","gnl|Amel_4.5|GB40010-RA",222947,233348,65879,157089,102559,78356,131536.480362411,-0.223468099779306,0.575179995457687,-0.388518553399073,0.697632326689732,0.999904266727556
"13","gnl|Amel_4.5|GB40012-RA",27,2,36,12,2,31,20.1483726276248,0.420692196509653,1.21566977557768,0.34605795501475,0.729299160468551,0.999904266727556
"14","gnl|Amel_4.5|GB40013-RA",51,9,24,10,30,21,26.0328641546995,-0.49308950916307,0.952925941850175,-0.517447880793024,0.604843542871072,0.999904266727556
"15","gnl|Amel_4.5|GB40014-RA",445,100,92,42,45,153,116.074001554958,0.370643654551373,0.733422271176423,0.505361875576608,0.613304690920589,0.999904266727556
"16","gnl|Amel_4.5|GB40015-RA",115,13,11,7,7,42,23.4170593687385,0.0559465506700298,0.995371828446068,0.0562066848499933,0.95517715584336,0.999904266727556
"17","gnl|Amel_4.5|GB40016-RA",8,4,16,5,10,39,16.9391143918332,-1.19725751923496,1.16132297276691,-1.03094276726692,0.302567659539718,0.999904266727556
"18","gnl|Amel_4.5|GB40017-RA",1783,1914,618,1327,920,529,1105.30947425347,-0.192320956966247,0.61181503814281,-0.314344932661421,0.753259075132727,0.999904266727556
"19","gnl|Amel_4.5|GB40018-RA",1229,390,34,441,73,186,258.529898450027,0.137627529750504,0.782854431616107,0.175802197946799,0.860449342821028,0.999904266727556
"20","gnl|Amel_4.5|GB40019-RA",3677,2465,657,2493,699,889,1470.84172233454,-0.0816664011969409,0.556918107864119,-0.146639874056432,0.883416278926525,0.999904266727556
"21","gnl|Amel_4.5|GB40020-RA",179,18,18,20,4,92,40.7516355772136,-0.270065660526375,1.01062805325109,-0.267225572907461,0.789295487530134,0.999904266727556
"22","gnl|Amel_4.5|GB40021-RA",241971,156111,58577,98817,77132,95360,108124.984898949,-0.195089179489192,0.513323834404376,-0.380050888764126,0.703907640392489,0.999904266727556
"23","gnl|Amel_4.5|GB40022-RA",44,22,13,18,17,6,18.2301724350441,-0.0110643864911818,0.869749864191303,-0.0127213431662557,0.989850110459496,0.999904266727556
"24","gnl|Amel_4.5|GB40026-RA",4,0,2,0,0,0,0.793825179789745,2.75706185455312,3.74571171577253,0.736058208362277,0.461695274543606,0.999904266727556
"25","gnl|Amel_4.5|GB40027-RA",59,46,20,8,11,9,21.2636421327331,1.23838259968324,0.820301483783475,1.50966763338212,0.131128254088998,0.999904266727556
"26","gnl|Amel_4.5|GB40028-RA",227,113,32,113,57,48,80.9110848402736,-0.237780408915791,0.615971789855015,-0.3860248356045,0.699478275547861,0.999904266727556
"27","gnl|Amel_4.5|GB40029-RA",82,67,36,85,50,65,64.2091882392409,-0.833615850599737,0.613805885597191,-1.35810990112727,0.174428813937625,0.999904266727556
"28","gnl|Amel_4.5|GB40030-RA",290,112,30,89,21,47,69.0652864043996,0.489469616844952,0.648763692555535,0.75446518117697,0.450569945280801,0.999904266727556
"29","gnl|Amel_4.5|GB40031-RA",1044,344,36,376,56,147,219.194707614643,0.235165930070746,0.768906236794746,0.305844742593136,0.759722860047601,0.999904266727556
"30","gnl|Amel_4.5|GB40032-RA",1102,1313,130,1671,454,175,686.014055162064,-0.650914926449771,0.799055644103587,-0.81460525465657,0.415298301685216,0.999904266727556
"31","gnl|Amel_4.5|GB40033-RA",656,250,120,222,91,178,200.950537690516,0.127107335376222,0.52291760567166,0.243073352278816,0.807948574017593,0.999904266727556
"32","gnl|Amel_4.5|GB40035-RA",3,10,1,3,4,1,3.602785806137,-0.103615662394519,1.5779376242693,-0.065665246078723,0.947644342280969,0.999904266727556
"33","gnl|Amel_4.5|GB40038-RA",6,2,2,0,0,6,2.35128054083218,-0.0634236438473913,2.10108364604441,-0.0301861584458075,0.975918587462223,0.999904266727556
"34","gnl|Amel_4.5|GB40039-RA",9,36,5,45,31,4,23.531484059137,-1.42466210633919,1.0641108059084,-1.33882871823955,0.180626439373291,0.999904266727556
"35","gnl|Amel_4.5|GB40046-RA",99,51,4,71,27,42,40.7619776348077,-0.960276452000545,0.779027535674095,-1.23266047479261,0.217702464115859,0.999904266727556
"36","gnl|Amel_4.5|GB40047-RA",163,102,37,144,54,33,77.3429078427906,-0.432106114317092,0.660520790230815,-0.654190028092976,0.512989385287982,0.999904266727556
"37","gnl|Amel_4.5|GB40053-RA",24,12,6,2,2,20,9.4971216468786,-0.0859619399813146,1.17861360701876,-0.0729347934466417,0.941858006495604,0.999904266727556
"38","gnl|Amel_4.5|GB40054-RA",29,3,22,11,0,24,14.4558386396643,0.320941389450839,1.29574342196296,0.247688997691098,0.804375045236179,0.999904266727556
"39","gnl|Amel_4.5|GB40056-RA",308,185,29,160,93,61,114.964135264852,-0.357320446985909,0.671961883243321,-0.531757017617205,0.594894295859576,0.999904266727556
"40","gnl|Amel_4.5|GB40057-RA",4302,3696,2256,3361,1428,1805,2632.43558433133,0.0457644411713666,0.547625689005906,0.0835688355936003,0.933399245828116,0.999904266727556
"41","gnl|Amel_4.5|GB40058-RA",111,67,6,92,6,20,35.9510633223836,-0.169635993076423,0.918555386696537,-0.184676934601076,0.853482438492929,0.999904266727556
"42","gnl|Amel_4.5|GB40061-RA",261,204,392,199,54,261,244.745223491596,0.593832525997071,0.79572802446699,0.746275747162283,0.455500858944408,0.999904266727556
"43","gnl|Amel_4.5|GB40063-RA",497,556,226,672,217,123,351.04858016037,-0.240279745448255,0.671014123531509,-0.35808448290727,0.720280091016381,0.999904266727556
"44","gnl|Amel_4.5|GB40064-RA",73,28,11,32,5,14,19.999462932808,0.291413529043656,0.813995706266855,0.358003766850487,0.720340494596322,0.999904266727556
"45","gnl|Amel_4.5|GB40065-RA",0,0,6,0,0,3,2.21041161344999,1.36897633473415,2.84995588635653,0.480350008674796,0.630978535004406,0.999904266727556
"46","gnl|Amel_4.5|GB40067-RA",413,69,28,31,12,111,72.500083630888,0.490776569996195,0.865508960373956,0.567038115681839,0.570688285858556,0.999904266727556
