"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",114,245,88,108,177,76,187,487,519,213,288,237,-1.15304882087256,4.89321236519836,-4.66314468924166,0.000396386421062123,0.174709630793721,0.301689675164905
"2","GB40515",258,282,117,148,225,210,226,615,326,191,357,346,-0.580751958316768,5.28329280008815,-4.55095533867724,0.000488722508415577,0.174709630793721,0.120840336412944
"3","GB40845",75,143,42,64,91,76,152,299,144,75,158,136,-0.843123739310824,4.04739822438419,-4.55203115104331,0.000487738714077433,0.174709630793721,0.0873666015388395
"4","GB42217",2082,1982,981,625,1630,944,1904,5685,2778,2030,3712,2967,-1.15123092948678,8.21890538828427,-5.28709315192542,0.000127287723521399,0.174709630793721,1.05706444370729
"5","GB42218",6185,6904,3216,2650,5128,3000,5814,21393,9918,5582,11105,10163,-1.0759784419604,9.94065904198325,-5.0203925789151,0.000205580254340036,0.174709630793721,0.386021180733558
"6","GB42351",1311,1774,399,667,1030,549,1647,5277,1757,1133,2774,1991,-1.26073821697092,7.69495560642592,-5.04061353451641,0.000198176962762853,0.174709630793721,0.777589292169835
"7","GB42515",336,358,183,216,358,270,329,1025,519,316,644,417,-0.72585554595839,5.84438995790851,-4.4603953256869,0.000579339305669608,0.174709630793721,-0.0345992417077206
"8","GB42891",29,22,13,11,12,7,37,215,83,19,72,40,-1.9908824111738,2.17093147325532,-4.48008126397462,0.000558265529679757,0.174709630793721,-0.366059834109732
"9","GB43145",79,90,40,52,73,70,89,233,192,58,100,150,-0.850995635750127,3.79826251968162,-5.00619308921027,0.00021095037402899,0.174709630793721,0.776311563836033
"10","GB45057",323,333,131,133,286,174,291,878,534,247,399,456,-0.879695155327009,5.54688461748998,-6.10505752278372,3.10865844984818e-05,0.174709630793721,2.55430819301816
"11","GB45554",140,186,80,77,173,92,68,86,84,49,74,117,0.746685416048906,3.8826259589078,4.59874017188804,0.000446939010648241,0.174709630793721,0.153582116102516
"12","GB45615",72,45,204,166,115,67,298,686,270,214,659,536,-2.10427882490071,4.9376287972823,-4.77611453079719,0.000321516662776408,0.174709630793721,0.471658627151766
"13","GB47301",596,542,436,468,649,317,708,2145,1254,603,1504,915,-1.010632447679,6.81141413177768,-4.49087373250536,0.000547049405100573,0.174709630793721,-0.00767259259150688
"14","GB48029",423,406,129,127,308,138,511,1515,716,525,900,320,-1.47730829782733,5.89090988619817,-4.87715428144293,0.000266974010559761,0.174709630793721,0.649978062966703
"15","GB48229",580,554,257,276,916,271,924,2730,2067,506,1225,960,-1.39628560175811,6.7875985158246,-5.49250438151868,8.85671258467129e-05,0.174709630793721,1.55191184495385
"16","GB48443",34,50,13,7,40,13,54,280,121,25,88,78,-1.86791349174065,2.70508449235295,-4.6253604342837,0.000425280788602031,0.174709630793721,-0.0241413215767956
"17","GB48698",274,110,79,72,144,85,62,43,50,40,38,67,1.38684182520731,3.53356529007694,4.59363842341386,0.000451218337857994,0.174709630793721,0.0987204272372759
