"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40472",6,8,7,12,0,1,11,4,10,5,12,24,-1.45434606431101,-0.0495274321459242,-2.68098404844588,0.0182912560332957,0.99992015161985,-4.50019750406299
"2","GB40848",101,68,59,90,31,42,106,50,61,74,120,163,-0.729464147321021,3.50363331138578,-2.95784028065597,0.010669354808815,0.99992015161985,-4.21699744726829
"3","GB41070",11,12,36,18,6,20,26,15,18,11,51,41,-0.803345196194371,1.56496806451782,-2.62365546452571,0.0204340319639641,0.99992015161985,-4.43510875121626
"4","GB41126",246,206,364,259,106,155,302,127,283,170,368,353,-0.417449969086598,5.13713414197317,-3.1459426891111,0.00737992293540961,0.99992015161985,-3.97585398653927
"5","GB42797",210,45,222,96,109,80,427,86,199,78,212,290,-0.905589163561623,4.45187820058367,-2.67368586242465,0.0185514022498093,0.99992015161985,-4.16981405608614
"6","GB42956",18,22,13,23,5,6,6,5,2,6,4,5,1.30079569213949,0.305042238201028,3.02705973377752,0.00931725084971119,0.99992015161985,-4.46815550142024
"7","GB43518",33,10,3,44,3,8,47,11,19,28,50,50,-1.69350145724395,1.48689186903623,-2.9667186928367,0.010485636761354,0.99992015161985,-4.41110829677141
"8","GB44200",14,11,22,7,3,6,35,11,8,10,23,34,-1.06602445767076,0.981878405609653,-2.80842617582513,0.0142820988414165,0.99992015161985,-4.45038004747589
"9","GB44224",21,21,17,25,9,6,31,14,31,10,31,35,-0.812637760967939,1.55106227864699,-2.67545951908986,0.0184878507456638,0.99992015161985,-4.43047581472147
"10","GB44285",213,180,425,247,101,165,180,108,149,99,177,178,0.34650207633398,4.72516796796628,2.57483529283147,0.0224489056254182,0.99992015161985,-4.1711162577266
"11","GB44824",281,276,208,221,137,187,856,182,288,143,365,584,-0.791821685826823,5.36430567580952,-2.6827437802743,0.0182290626122484,0.99992015161985,-4.11873868705908
"12","GB44829",316,201,842,327,134,277,816,246,1074,158,649,611,-0.858707536427555,5.87471508863952,-2.62035725014727,0.0205644507965527,0.99992015161985,-4.1541579388029
"13","GB45218",17,12,29,32,12,15,42,14,28,16,44,42,-0.805952160128617,1.83201999475933,-3.71376958956995,0.00242626543124548,0.99992015161985,-4.30609145502798
"14","GB45663",68,61,64,108,18,31,74,66,56,43,118,139,-0.721615395837417,3.26906277301657,-2.58565932707508,0.0219862454630566,0.99992015161985,-4.31589040358277
"15","GB45969",49,48,116,17,10,16,167,58,107,31,106,93,-1.54977278977107,2.96693049667353,-3.70239476858335,0.00248066622280492,0.99992015161985,-4.17826182735729
"16","GB46281",11,16,9,2,2,2,29,22,18,5,12,12,-1.55293450437986,0.482584859914676,-2.80706965275804,0.0143198655688055,0.99992015161985,-4.47517150362644
"17","GB46289",42,26,124,45,19,11,131,89,313,49,112,58,-1.65678764378482,3.18507400033945,-3.30900267697032,0.00535864214967614,0.99992015161985,-4.20932283212354
"18","GB46386",11,2,7,4,2,4,12,6,7,3,8,21,-1.02532787265049,-0.0279429415160816,-2.63911798115739,0.019833222579893,0.99992015161985,-4.50195956244744
"19","GB46815",29,21,28,16,14,15,6,8,1,7,6,25,1.4064618211695,0.860770574573587,2.88614649550795,0.0122739921624981,0.99992015161985,-4.45356645719866
"20","GB47090",16,31,18,42,9,5,51,17,22,22,47,42,-1.07719771219096,1.81707255782582,-2.88718097630189,0.0122492293388441,0.99992015161985,-4.39249273175266
"21","GB48083",13,10,13,13,3,13,17,9,12,14,20,20,-0.694298965677311,0.957635917830418,-2.66953296851997,0.0187010354918105,0.99992015161985,-4.46199593810331
"22","GB48442",6,10,15,9,4,8,36,7,9,5,34,19,-1.00542556141189,0.785710558800047,-2.59490584487975,0.021598325512626,0.99992015161985,-4.47610609271028
"23","GB48480",2,2,7,4,5,5,14,4,3,10,11,18,-1.24278855835277,-0.0601345314049896,-2.77476174292318,0.0152488057066717,0.99992015161985,-4.49518756608208
"24","GB48832",261,119,92,70,68,37,886,104,65,112,490,329,-1.49955345474475,4.43802988279236,-2.6110720916685,0.0209359518698573,0.99992015161985,-4.20343703658644
"25","GB49175",150,68,172,130,49,72,429,64,286,66,190,241,-0.985444622763599,4.31187290509557,-3.03136585907384,0.00923897905352061,0.99992015161985,-4.09354874562398
"26","GB49327",37,36,129,75,18,36,112,42,63,33,99,108,-0.721089003514425,3.11895941620142,-2.76631481914074,0.0155012424036985,0.99992015161985,-4.29775485020715
"27","GB49370",509,348,882,467,286,386,912,379,895,281,765,876,-0.610106602078036,6.35235395666608,-3.24883468117576,0.00603041761049819,0.99992015161985,-4.01725994322324
"28","GB49440",266,65,574,169,37,185,60,86,75,58,82,63,1.11231502581328,3.99352817483178,2.6053218027664,0.0211692716904359,0.99992015161985,-4.24371858985013
"29","GB49811",23,12,23,18,6,14,24,15,19,15,29,37,-0.701809852255567,1.50992761096536,-3.26102136863396,0.00588786685561112,0.99992015161985,-4.37605919362614
"30","GB50149",11727,8196,16382,27993,9413,9382,3079,3779,5965,10296,5775,6931,0.986035358113257,10.3304197736656,2.6122314842722,0.0208892116620621,0.99992015161985,-4.42538943383745
"31","GB50548",9,10,15,10,13,6,5,4,2,3,11,2,1.11588574843438,0.060372709467438,2.69577379779847,0.0177749067682766,0.99992015161985,-4.49614103401634
"32","GB51019",543,284,782,753,229,397,922,240,740,416,752,814,-0.534838716560957,6.31519962465248,-2.72171763022384,0.0169032157876782,0.99992015161985,-4.15247452513802
"33","GB51670",27,17,28,45,13,12,33,21,40,17,45,38,-0.658547401195067,2.00536634655017,-2.76599683628355,0.015510824697792,0.99992015161985,-4.39104890507518
"34","GB51698",2318,754,5509,2653,1311,1691,13266,1809,13131,1915,3129,2786,-1.25246606939032,8.78801383306475,-2.65711772063669,0.0191553975359568,0.99992015161985,-4.35312618255849
"35","GB52251",165,114,315,224,123,301,691,136,1005,170,495,461,-1.16940008625597,5.40843277885771,-3.31955277833386,0.00524882181157727,0.99992015161985,-3.94418726411715
"36","GB52597",146,110,126,83,97,37,36,73,34,26,56,45,0.970054720376473,3.28480655323724,2.67913299262116,0.0183568997723622,0.99992015161985,-4.30069749483215
"37","GB52631",208,174,296,232,131,269,455,177,294,120,443,504,-0.624691314546571,5.26706464665419,-2.95220629456741,0.0107875816800378,0.99992015161985,-4.03379218887663
"38","GB52973",547,270,547,684,175,314,690,319,348,503,688,657,-0.588319979695807,6.09020955454902,-2.96410954203865,0.0105393004461099,0.99992015161985,-4.06504427690103
"39","GB53288",81,26,59,34,20,24,118,51,83,28,69,46,-0.856446941164581,2.8483706316761,-2.66088403629609,0.0190164400739309,0.99992015161985,-4.34157997786664
"40","GB53347",29,7,37,27,16,6,101,15,32,16,66,45,-1.29547000995188,1.95601450484142,-3.13899208887067,0.00748125728454326,0.99992015161985,-4.35620262304504
"41","GB53776",14,5,8,7,3,4,14,6,53,4,20,16,-1.29008142808073,0.569921811263339,-2.73197754872221,0.0165701120447617,0.99992015161985,-4.4757535930796
"42","GB53792",39,17,52,43,15,29,6,17,13,15,16,13,1.14472347142283,1.62028643695764,3.50910777713148,0.00361934673623606,0.99992015161985,-4.34928174711635
"43","GB53888",1309,1004,2875,4858,514,692,6840,1562,4716,1241,2916,5241,-1.37689723650437,8.32338262109888,-3.35770516051861,0.00487018048243832,0.99992015161985,-4.21392606151079
"44","GB54294",1621,1223,3674,699,1604,1893,5207,2260,3855,1896,3471,3162,-1.11126724586358,8.42543745373253,-3.19244178099032,0.00673629661510715,0.99992015161985,-4.2465276724711
"45","GB54639",45,40,39,36,24,21,20,13,22,16,23,20,0.643442954853347,1.96844242197258,2.76302086775773,0.0156007854942022,0.99992015161985,-4.39533658428036
"46","GB55357",94,67,83,81,43,80,51,32,26,35,50,47,0.728866908475328,3.05318423193754,3.50593445094766,0.00364191109068271,0.99992015161985,-4.18740342880321
"47","GB55374",187,140,342,297,109,107,310,170,312,116,260,303,-0.521689369514372,4.96981534723069,-2.72931544510684,0.0166559210077745,0.99992015161985,-4.10861146838102
"48","GB55470",12,6,11,4,3,1,28,6,8,35,81,48,-2.40838287193598,0.818961492801727,-3.82212133905012,0.00196506138190788,0.99992015161985,-4.39826303150311
"49","GB55505",331,102,284,341,83,108,352,165,176,245,469,323,-0.726048910845672,5.07431316020054,-2.83426240027606,0.0135811549591739,0.99992015161985,-4.0768240024303
"50","GB55710",333,273,527,423,204,299,263,104,182,149,378,224,0.553088575459272,5.30719210958272,3.83965820070693,0.00189927391912036,0.99992015161985,-3.79413706834366
