"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB54962",44,36,47,18,67,152,6,17,1,5,6,2,3.35485084929559,1.27909079972734,5.71802718157547,5.97775056321011e-05,0.412821994153584,-4.00297127687776
"2","GB55718",42,35,55,22,56,58,36,12,19,28,14,18,0.975376035847498,2.1861345815589,5.53547760271645,8.20311960563506e-05,0.412821994153584,-3.69734337969457
"3","GB40269",126,128,140,89,162,175,309,89,213,223,113,150,-0.464137824461108,4.53706192557287,-3.57152854256545,0.00320344828641467,0.659450314397257,-3.41651435304498
"4","GB40310",240,377,684,181,439,590,303,236,145,216,82,128,1.05394149174223,5.29191852736619,3.61833079450221,0.00292334685274158,0.659450314397257,-3.34427695006491
"5","GB40848",101,68,106,74,120,163,59,50,61,90,31,42,0.856894873533427,3.50363331138578,4.03099221935628,0.00131203487966725,0.659450314397257,-3.56455325917658
"6","GB41118",230,125,184,125,253,253,154,104,93,161,80,144,0.576193441453208,4.52800644996065,3.39250863769301,0.00454918311747199,0.659450314397257,-3.50427043371456
"7","GB41860",109,56,119,36,81,142,67,45,26,48,34,34,0.972320193334512,3.16641275297202,3.73802938439888,0.00231453881002832,0.659450314397257,-3.74992639617433
"8","GB42591",15,11,19,14,20,20,5,6,8,11,4,11,1.08888107594973,0.789907126433559,3.4058965112063,0.00443128051267088,0.659450314397257,-4.25221338815492
"9","GB42593",23,4,19,7,15,26,5,3,2,5,1,5,1.8493476791046,0.114143395172214,4.3870108291898,0.000664768475252053,0.659450314397257,-4.22900484864024
"10","GB42896",36,18,22,8,20,20,7,4,5,12,6,8,1.39576328820906,0.861663397677266,4.57369658329031,0.000467868714129657,0.659450314397257,-4.11244058891095
"11","GB42984",875,696,375,205,623,292,32,61,22,20,453,405,2.82874972540979,4.82593386304502,3.46936620789653,0.00391281026285861,0.659450314397257,-3.59816741830672
"12","GB43814",68,49,61,29,67,84,41,20,13,44,22,40,0.958434468186176,2.62528447461093,3.90556635753894,0.00167167649816256,0.659450314397257,-3.84702135942328
"13","GB43915",20,15,21,10,45,42,12,9,7,15,7,12,1.09254786816107,1.25244919994724,3.49355359830363,0.0037317069146604,0.659450314397257,-4.17984990831844
"14","GB44218",185,139,122,98,175,177,139,70,61,142,60,74,0.659352981152743,4.11019857115912,4.0873060984918,0.00117731856966748,0.659450314397257,-3.33794284425501
"15","GB44661",353,233,316,221,324,283,317,149,136,216,141,114,0.660743764230975,5.08058859115205,3.98335120782661,0.0014382748090111,0.659450314397257,-3.16101662482133
"16","GB45814",124,90,160,71,165,157,314,94,194,208,96,128,-0.479259794147895,4.42158926168228,-3.40689636642193,0.00442259939757538,0.659450314397257,-3.51783219419381
"17","GB46710",142,118,164,95,194,149,355,92,153,241,137,201,-0.485783397633081,4.61915034884459,-3.57558367674371,0.00317814036612247,0.659450314397257,-3.3978169177191
"18","GB46982",158,124,255,95,165,224,135,105,64,128,54,73,0.796139319905613,4.20753516274737,3.76278474570202,0.00220563591702816,0.659450314397257,-3.4335228912585
"19","GB47375",21,19,16,14,30,19,10,2,5,6,17,8,1.38379595056523,0.883275107755257,3.81490303767993,0.00199306913268724,0.659450314397257,-4.19232633318731
"20","GB47906",15,9,7,8,11,16,6,3,3,10,2,5,1.07831947098449,0.160959747551022,3.51550380622972,0.00357467864974879,0.659450314397257,-4.30405207660836
"21","GB48216",940,912,797,483,1015,1444,881,402,478,815,351,353,0.668314992593139,6.69698240137646,3.80049508203843,0.00204965884039112,0.659450314397257,-3.43113461660433
"22","GB48270",174,127,79,50,98,109,18,24,15,47,69,60,1.60414904375899,3.15613719621417,3.57840872368013,0.00316062891626768,0.659450314397257,-3.81199013554338
"23","GB48557",242,230,211,161,305,412,275,111,172,217,73,96,0.676831249380879,4.86218048610124,3.75335513102506,0.0022464908502632,0.659450314397257,-3.29042597630519
"24","GB48667",24,17,19,7,26,32,10,8,7,14,8,8,1.02135524583238,1.06536736802802,3.61093220043901,0.0029659188970627,0.659450314397257,-4.18802677477234
"25","GB48832",261,119,886,112,490,329,92,104,65,70,68,37,1.99383798578048,4.43802988279236,4.44690384168847,0.000593671699469956,0.659450314397257,-3.23722846604265
"26","GB49173",259,210,192,126,182,322,114,170,46,181,58,71,1.08353867660616,4.42984938535944,3.46443078250407,0.00395083896467039,0.659450314397257,-3.517088950157
"27","GB49289",102,109,137,50,113,80,54,42,34,44,50,67,0.948347427717297,3.3790290816738,3.47748881568562,0.00385102483921743,0.659450314397257,-3.77108592829799
"28","GB49535",392,456,636,271,481,361,430,175,206,326,215,205,0.654675673399636,5.63483484913744,3.69086566303148,0.00253737430676663,0.659450314397257,-3.29322917918646
"29","GB49691",82,65,56,69,75,97,39,37,25,53,39,37,0.886434475268883,3.02849570380525,3.4269303890271,0.00425221664782888,0.659450314397257,-3.8713860089594
"30","GB49853",347,238,221,110,255,191,37,46,35,56,139,147,1.81368817268221,4.18675109249795,4.13469988283274,0.00107495492478451,0.659450314397257,-3.36927903008417
"31","GB50008",39,24,36,28,31,22,24,11,10,23,7,15,0.92014177453888,1.66957167514487,3.67231038547514,0.00263090225457854,0.659450314397257,-4.08573546970715
"32","GB50188",67,39,39,30,55,48,40,10,22,28,16,33,0.840487796505528,2.32125782678558,4.10464117732157,0.00113876626274755,0.659450314397257,-3.8764803451892
"33","GB50189",280,171,231,133,221,241,142,105,78,180,99,155,0.695311733855791,4.61988114244002,3.52500142436701,0.00350881696538162,0.659450314397257,-3.4306556774737
"34","GB50864",41,24,20,23,22,43,7,6,4,27,11,14,1.40996769227359,1.3712584699821,3.42034519774908,0.00430748031461131,0.659450314397257,-4.18058448695551
"35","GB50947",156,154,167,128,175,169,370,115,250,240,129,196,-0.494046477464829,4.78272348078308,-3.73230480950084,0.00234049040434515,0.659450314397257,-3.29477217110464
"36","GB51236",231,191,139,140,338,220,109,47,76,119,117,135,1.00261287886492,4.41850697573666,3.96014943427158,0.00150418469552464,0.659450314397257,-3.31106185995803
"37","GB51801",25,17,13,17,28,35,8,6,4,21,5,8,1.3525786185632,1.0231466435888,3.94090707408765,0.00156118290734743,0.659450314397257,-4.15678817048697
"38","GB51852",355,333,411,163,377,755,310,159,144,315,136,199,0.74636895699088,5.37485899072163,3.52938574031845,0.00347882826495016,0.659450314397257,-3.36631706162424
"39","GB52040",31,48,42,17,40,50,5,29,4,15,15,9,1.83149159749436,1.62170874533439,3.71934194881131,0.00240035337844637,0.659450314397257,-4.10116992737697
"40","GB52104",47,45,45,37,51,51,32,23,15,29,18,29,0.862155932406496,2.36428450074867,3.92296284486315,0.00161632238997348,0.659450314397257,-3.90187310426975
"41","GB52773",194,127,77,80,90,117,25,37,19,59,69,53,1.43950438309181,3.35012607571601,3.47579854393886,0.00386380052584187,0.659450314397257,-3.79091036974581
"42","GB52854",45,52,50,27,48,108,38,25,18,36,23,13,0.992309269993225,2.44577487714476,3.39736932074096,0.00450601637814455,0.659450314397257,-4.00240108516764
"43","GB52885",21,15,31,10,28,53,16,11,9,12,8,8,1.08199595782179,1.30311148408465,3.54711807840356,0.00336015571240752,0.659450314397257,-4.16425529357551
"44","GB53234",43,19,19,15,22,34,9,13,2,14,9,10,1.43793082092752,1.17246231457167,3.45349632154977,0.0040364234548516,0.659450314397257,-4.20187860062039
"45","GB53287",186,109,158,135,146,210,108,124,46,102,65,66,0.881997423216967,4.1106578897459,3.42029933862106,0.00430786769247728,0.659450314397257,-3.59875455933847
"46","GB54593",682,474,322,188,631,280,41,79,14,19,292,413,2.6759208150921,4.6687183609179,3.47303480409079,0.00388478196458815,0.659450314397257,-3.60178018178832
"47","GB54929",504,325,399,252,476,444,728,288,596,779,300,403,-0.415232404754367,6.05947388888488,-3.39269302769137,0.00454753802739536,0.659450314397257,-3.46459675833541
"48","GB55470",12,6,28,35,81,48,11,6,8,4,3,1,2.30330424308823,0.818961492801727,3.42711254258984,0.00425069817638247,0.659450314397257,-4.26336288791343
"49","GB55600",1234,703,906,409,729,821,742,273,372,645,398,399,0.633635062456742,6.49072001671967,3.72148576996258,0.00239034688914312,0.659450314397257,-3.4152633929853
"50","GB55695",30,17,16,14,26,10,2,4,6,12,5,3,1.78835970004754,0.571985485602,3.84718824249226,0.00187196676567611,0.659450314397257,-4.23309016734495
