"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40439",154,86,99,98,146,118,100,47,48,109,60,94,0.668279295048782,3.81693646646694,3.14605767696168,0.00737606809957852,0.999345151880076,-4.13401060769803
"2","GB40614",59,58,20,46,67,62,31,32,11,47,23,32,0.813873858555626,2.50439767349171,2.63335874140405,0.0200512154810934,0.999345151880076,-4.37344691926031
"3","GB42358",17,6,28,13,27,26,97,37,17,30,18,47,-1.00159957778346,1.94004297401359,-2.85597326910931,0.0130153031802793,0.999345151880076,-4.38733270344297
"4","GB42472",6,10,26,15,20,12,118,20,13,21,20,40,-1.17338955130429,1.63161571284126,-2.46810718972583,0.0275385001507935,0.999345151880076,-4.44990892628988
"5","GB42552",78,64,30,10,60,37,29,11,19,28,21,9,1.18063753512476,2.05446092791386,2.91166331267046,0.0116744825963778,0.999345151880076,-4.37295419788169
"6","GB42943",20,17,18,8,31,19,16,16,6,17,6,4,0.857059892838264,1.04279716667822,2.99463035144883,0.00992559029689373,0.999345151880076,-4.4316206189945
"7","GB43611",7,6,6,10,23,15,89,38,8,17,11,29,-1.29884650971485,1.27172356118792,-2.90261723780918,0.0118826392424494,0.999345151880076,-4.42819665599122
"8","GB43691",31,9,17,7,25,15,8,12,3,15,6,5,1.0564278940543,0.768250103170921,3.16176852319566,0.00715211500651938,0.999345151880076,-4.43549502076126
"9","GB43847",46,48,48,17,55,29,42,18,18,27,11,10,0.981006399574111,2.06242667698692,3.38584583943257,0.00460693754529681,0.999345151880076,-4.31806267187856
"10","GB44090",87,75,79,123,149,69,249,221,66,166,94,111,-0.633273559049242,4.12699397845849,-2.54836885755086,0.0236160633202136,0.999345151880076,-4.23601739926643
"11","GB44495",23,14,11,8,15,10,10,13,7,6,5,5,0.806499490559792,0.643480315766033,2.53283244321903,0.0243307571436981,0.999345151880076,-4.48664433598573
"12","GB44590",129,88,93,85,205,87,134,89,30,47,70,70,0.695246513466754,3.71638310287643,2.56639357367622,0.0228122572261348,0.999345151880076,-4.27442054975372
"13","GB44961",19,24,16,16,32,21,78,44,12,26,26,46,-0.722236000933754,2.04374999126999,-2.43667652920032,0.0292388783428428,0.999345151880076,-4.42916202972315
"14","GB44968",24,14,15,15,37,23,15,22,6,13,11,13,0.684436208984273,1.33521450194828,2.55395765241831,0.0233639551605139,0.999345151880076,-4.45397844673819
"15","GB45096",67,47,49,38,55,74,58,44,19,65,27,32,0.478889847294725,2.80860888220158,2.8633921906657,0.0128282999728708,0.999345151880076,-4.31161926601698
"16","GB45910",288,217,187,254,272,259,511,323,367,346,375,401,-0.714160091975211,5.56366478362007,-3.00759455032277,0.00967677659938532,0.999345151880076,-4.02273965958913
"17","GB46276",296,157,125,155,196,173,51,61,47,82,137,72,1.42938095703327,4.11226955677712,4.2675675410911,0.000833288077686709,0.999345151880076,-3.88142124448638
"18","GB46816",10,9,12,7,15,6,6,7,5,5,5,2,0.940732616207322,0.152619829219182,2.59385594515119,0.021638140719222,0.999345151880076,-4.4997550286118
"19","GB46919",99,60,49,60,65,64,31,42,45,57,34,40,0.716338163333654,3.00124540987703,2.44167189427993,0.0289620749988129,0.999345151880076,-4.36525967267466
"20","GB47536",63,35,45,18,77,120,0,11,19,3,5,26,3.43739195275701,1.46055180497782,4.13912921474649,0.0010650941591372,0.999345151880076,-4.34511313530511
"21","GB47579",180,120,150,59,162,317,29,214,108,43,35,104,1.27901876463355,3.96328544128734,2.50255189934713,0.0257839986440852,0.999345151880076,-4.26829673699227
"22","GB47928",112,144,156,58,119,209,28,31,32,240,81,69,1.1755992324986,3.72076005660661,2.43702629379417,0.0292194150915453,0.999345151880076,-4.30654488601553
